scorer,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000
bodyparts,iliac crest,iliac crest,iliac crest,hip,hip,hip,knee,knee,knee,ankle,ankle,ankle,mtp,mtp,mtp,toe,toe,toe
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
52,423.3798828,301.0584412,0.938786209,389.4135742,316.8482971,0.964821875,451.0717468,339.1999207,0.674756527,414.8814087,348.5352478,0.794483721,380.0447083,365.1505737,0.729587257,354.6176453,379.5046387,0.723271132
53,423.3798828,301.0584412,0.957459867,389.4135742,316.9120178,0.969497919,451.6771851,338.038147,0.706897736,415.6434631,348.3699646,0.823995769,383.1563416,363.5175171,0.836858928,356.0402222,379.5046387,0.695224583
54,421.2693787,300.6078186,0.957477689,389.4135742,317.1961975,0.965888798,451.8130493,337.9604492,0.771411419,416.1226807,348.3699646,0.779552996,384.7903442,363.5175171,0.822831035,356.392334,379.3808899,0.692516029
55,421.1676331,301.0584412,0.954213262,389.0945129,317.3093567,0.964682341,451.6771851,337.635437,0.738115728,416.3946533,348.5352478,0.769537628,385.4117432,363.5175171,0.85533601,360.5241394,376.0735474,0.721909881
56,419.09375,301.2850952,0.921772659,387.8058777,317.3664856,0.957715213,451.0717468,337.5010986,0.765578628,416.3946533,349.2941589,0.696836591,385.4117432,364.2956848,0.795084119,360.5241394,376.0735474,0.713498712
57,416.1741638,301.3709106,0.905523539,387.4231567,317.3664856,0.958155811,450.8780212,337.4253845,0.781330526,416.3946533,349.2941589,0.732561588,385.4117432,364.7749329,0.871926486,360.5241394,376.0735474,0.812273562
58,416.1741638,301.3709106,0.914779186,386.7479248,317.3664856,0.95573622,450.8780212,337.4116516,0.700139463,414.5979004,349.2941589,0.73044616,381.3654785,366.2232666,0.823531747,353.6124268,379.5730591,0.690237701
59,416.1741638,301.3709106,0.924276292,386.7479248,317.6550903,0.951075017,450.7485657,337.4116516,0.737103462,414.5979004,349.2941589,0.729231119,381.2333679,366.3202209,0.830729306,353.6124268,380.1678162,0.703301489
60,417.90979,300.7260437,0.92615968,386.7479248,318.0010681,0.952418685,450.7485657,337.367157,0.772286773,414.5979004,349.2941589,0.724645317,381.2333679,366.3202209,0.860179067,353.6124268,380.1678162,0.758146942
61,418.597229,299.7189331,0.960339308,386.8994141,318.0010681,0.970388114,451.3438416,337.367157,0.793175459,422.4734497,352.3540344,0.553704441,381.3654785,366.4976807,0.740316331,353.9620667,379.5730591,0.722828448
62,430.899231,293.685791,0.91911304,391.9714966,318.3197632,0.964892924,465.7341003,337.367157,0.768639266,430.0820007,352.3831482,0.54947263,388.1538086,366.4976807,0.767432749,357.2532349,375.7684937,0.821116924
63,442.855011,293.437561,0.947119057,396.440033,318.3197632,0.953119755,471.6311646,336.7124634,0.809996665,432.1607056,352.3831482,0.661350846,394.7792664,363.2527771,0.903726637,365.124939,375.7684937,0.858380079
64,443.5803528,293.437561,0.95027858,400.2882385,318.0010681,0.955370605,471.8917542,336.7124634,0.807787597,433.6217041,352.3540344,0.707117498,396.6848755,363.2527771,0.906766772,367.7904663,375.7684937,0.841633499
65,443.8397827,293.685791,0.927927136,403.3435364,318.181427,0.960157812,473.1547546,336.651001,0.729737103,441.4867554,351.6053772,0.812687457,407.7287292,364.546875,0.974013031,370.4709778,376.0365601,0.885482609
66,444.7489929,293.4061279,0.886024475,409.6930542,318.181427,0.964980662,476.2096252,335.465271,0.781195521,447.3063354,350.8613892,0.814097822,413.965271,364.546875,0.944936335,376.0346375,376.0365601,0.823484063
67,462.6681519,293.3439636,0.91767925,423.8364563,318.181427,0.977488637,498.2371521,335.465271,0.64499414,461.6465149,350.5383606,0.850838065,434.7257385,364.546875,0.885466993,378.955658,376.0365601,0.491175205
68,478.9280396,293.3439636,0.905909479,431.0065613,318.2252502,0.941173732,508.2995605,335.089447,0.592939615,475.2538452,349.989563,0.755639195,446.3861084,364.546875,0.91601634,412.2309875,374.756958,0.630587876
69,479.7507935,291.82547,0.947168291,440.9611816,318.4571533,0.972054303,511.0772705,335.089447,0.677990556,479.2945557,349.989563,0.638609648,447.0379639,366.9924622,0.876465261,418.2208252,374.756958,0.942310095
70,488.9656372,291.82547,0.943801641,442.5207214,319.1392822,0.956273973,516.2816772,336.0151367,0.665461123,481.1856689,349.989563,0.6141752,451.8171997,366.9924622,0.912659645,423.7292786,374.37677,0.960735261
71,506.5132446,292.9908447,0.950695515,455.3275146,320.9607544,0.955045819,541.2890015,336.124054,0.664333642,509.306488,353.4530334,0.51922977,462.8198853,367.4147034,0.842934787,432.7331848,374.37677,0.933253109
72,507.5574341,292.9908447,0.950267732,458.5717773,320.9607544,0.917926371,543.678894,336.1677856,0.555457234,510.0802917,353.4530334,0.535596251,481.8227234,368.0881042,0.834315479,436.8782349,374.37677,0.950303257
73,507.5574341,293.2771301,0.926017761,463.1740723,321.4139709,0.91550976,543.9022217,336.6374512,0.584007204,520.6560059,353.4530334,0.498301864,481.8428955,368.0881042,0.854688823,439.4269409,374.37677,0.953115523
74,507.5574341,294.5113831,0.881006598,464.0619202,321.2633972,0.922372997,544.2403564,336.6374512,0.574054658,521.6715698,353.2993469,0.602832973,482.5286865,368.1575928,0.922570467,445.2434082,374.37677,0.938685715
75,500.838501,305.2253723,0.879882216,465.4953003,321.2633972,0.94922775,546.225708,336.1677856,0.50623107,523.1729126,353.2993469,0.53379339,486.7883606,368.2755432,0.895701945,451.9839783,374.7380371,0.962282598
76,500.838501,305.2253723,0.851439714,471.163269,321.2633972,0.955381811,557.2467041,335.8959045,0.738474071,523.5852661,353.2993469,0.713130772,492.3595581,368.0881042,0.937262356,462.8144226,376.6545715,0.966747105
77,500.838501,305.2253723,0.839156806,471.7950439,321.6208191,0.946101248,559.2716064,335.8959045,0.668703139,530.1115723,353.7575989,0.550181448,492.9471436,368.2755432,0.947144449,462.8200378,376.6545715,0.964996874
78,511.5064392,304.7426147,0.8183164,474.3244324,321.6208191,0.924462259,559.6263428,335.8959045,0.710335076,530.168335,354.1913757,0.714486599,492.9471436,368.2961731,0.950503349,462.8200378,376.6545715,0.970843136
79,513.2024536,304.5527954,0.818178117,475.384491,321.8610229,0.897603929,559.7272949,336.3226013,0.742111027,532.0574341,355.3005676,0.778917193,492.3595581,368.4631348,0.948495328,464.0672913,376.608429,0.96750766
80,519.4787598,301.6738281,0.943959534,479.4309082,321.6208191,0.944581807,560.043396,344.4921875,0.765521646,532.0574341,355.3005676,0.649373114,495.6134949,368.3921509,0.960102022,466.771698,374.9638367,0.975500822
81,526.586853,296.903595,0.961751461,481.1916504,321.6208191,0.955791533,560.043396,344.4921875,0.787594676,533.2504272,355.3005676,0.592526078,495.6134949,368.3921509,0.973215997,466.771698,374.0168762,0.964168251
82,536.4486084,295.9069519,0.909589291,486.4008789,320.6465454,0.968537092,561.5797119,344.4921875,0.632659554,533.5354004,354.8766785,0.441573024,495.6134949,368.3921509,0.971774638,467.3639832,373.6779175,0.970254719
83,548.1148682,293.9989624,0.951217234,502.8078308,318.354248,0.938857496,577.8720093,342.3392944,0.747771859,549.3810425,354.8766785,0.702118158,511.493042,366.3309326,0.910001516,485.8658752,369.9273071,0.942830741
84,553.3811035,293.6262207,0.959374785,504.1014404,318.1401978,0.964523017,579.8161621,341.8500977,0.654191256,551.229187,354.8766785,0.712689757,520.9029541,366.3309326,0.897918284,486.3837891,369.9273071,0.896041155
85,562.956604,293.6262207,0.930090308,512.2696533,316.7160645,0.938866675,591.7756348,341.8500977,0.539580107,560.2012939,354.8766785,0.573984265,521.0266113,366.3309326,0.905611277,492.7791443,369.9273071,0.678429723
86,568.4389038,293.9989624,0.924442708,520.5509033,316.4047546,0.958426714,597.4919434,342.2406006,0.529823601,564.0992432,354.4019165,0.573349714,530.2397461,366.3309326,0.81812799,504.7868347,371.7771912,0.767752409
87,569.8189697,294.740509,0.952756882,524.8320923,316.0803833,0.931859314,603.0020142,342.2406006,0.582762122,564.8363647,354.4019165,0.72449404,533.8792725,366.8460693,0.942713082,509.7776184,372.3126221,0.959303439
88,571.7398682,294.95401,0.953385413,526.4911499,316.0664978,0.943958402,603.2817383,342.2437744,0.591163337,565.7459717,354.2876587,0.703952551,534.1240234,366.8460693,0.939027965,510.9674377,372.4048157,0.944143891
89,573.0457764,297.2336731,0.943206012,534.5743408,316.0803833,0.963051438,603.3052368,342.2437744,0.681572318,566.9252319,354.2661438,0.620928466,535.0490723,366.8457642,0.890155137,513.3289185,372.4048157,0.916402698
90,578.0742188,297.9523926,0.9377895,537.4998169,316.0803833,0.966421485,603.4873047,342.3292542,0.675180852,568.5924683,354.1697693,0.706590116,537.4324951,366.8457642,0.866565645,515.5234985,372.4048157,0.913042367
91,578.1564941,297.9523926,0.929203033,539.3733521,317.5866699,0.959300816,604.9507446,342.3334961,0.682370782,571.9043579,353.7606201,0.721894562,540.0078735,366.8457642,0.919916809,518.480957,372.3312073,0.939261436
92,582.9907837,297.9523926,0.925423205,539.4719238,317.5866699,0.955907524,605.5820313,342.6018982,0.719004095,572.1837158,353.1737976,0.763744533,540.5728149,366.0991821,0.936490178,518.480957,372.0705566,0.940237463
93,584.4098511,297.9354858,0.948213279,540.3673706,317.9374084,0.94637388,605.7749023,342.4355469,0.696906686,572.7312012,353.1737976,0.769853592,541.8014526,366.8457642,0.935136199,518.5722656,371.9223938,0.934491217
94,585.5377197,297.9354858,0.955907106,542.7484741,317.6300964,0.928818285,605.9197998,342.4355469,0.723498821,573.1223145,353.7606201,0.782328069,542.1884155,366.0991821,0.941290021,518.673584,371.9223938,0.904744446
95,585.6464844,297.4547729,0.947197795,547.7128906,317.5866699,0.956644297,606.168396,342.4355469,0.754118383,576.7485352,353.4378662,0.801158249,547.9517822,365.9438477,0.940146625,522.4695435,371.605896,0.924028397
96,586.5513916,297.4547729,0.947356045,549.2684937,317.0354919,0.966462553,606.5910034,341.6898804,0.772523403,576.809021,353.4378662,0.834271371,549.0682983,365.4560242,0.946093142,525.0587158,371.5488281,0.912579358
97,588.4517822,297.4547729,0.95827198,550.586731,316.5436707,0.965236366,608.4758911,341.1324768,0.782221854,580.8427734,353.4378662,0.792007804,554.4594116,365.4560242,0.910053968,528.6369019,371.4741211,0.897724211
98,591.7244263,295.8609924,0.935291886,552.5772095,314.3720398,0.971490741,613.1419678,338.241272,0.783437371,587.1951904,351.7098999,0.884440184,562.1983032,364.6968994,0.973447502,531.9596558,371.4741211,0.940872848
99,591.7244263,295.5144653,0.934908152,552.5772095,314.3720398,0.968625963,613.4575195,338.1222229,0.672838092,588.1827393,351.5924988,0.852278352,562.1983032,364.2723389,0.966713965,531.9596558,371.3529663,0.920895278
100,591.7244263,295.4141235,0.927220106,552.5772095,314.2637939,0.970834374,613.5663452,337.9441833,0.713719726,588.1827393,351.544281,0.85754925,562.1983032,363.4729004,0.964381874,531.9596558,371.3741455,0.917380929
101,590.8475952,295.3355713,0.915349245,551.7431641,314.2488098,0.973753691,613.5663452,337.8245239,0.669530869,588.2893066,351.544281,0.83237797,561.2890015,362.9460144,0.951096833,526.0637207,371.3741455,0.875463486
102,590.7877808,295.4141235,0.913260341,551.6146851,314.2133484,0.97306627,613.4575195,337.822052,0.664440989,588.1827393,351.413147,0.830166817,560.5656128,362.3049011,0.956429958,524.8302002,371.3741455,0.904728234
103,590.6334839,295.3355713,0.916661322,551.5245361,313.7581177,0.972827613,613.0127563,337.6672668,0.677178144,587.9473267,351.3586426,0.821721435,560.4276733,362.2504272,0.954338372,524.6169434,371.4514771,0.910294414
104,590.1113892,295.2060242,0.921735823,551.3682861,313.552948,0.973510921,612.5697632,337.6672668,0.667085886,587.9070435,351.3586426,0.823583841,560.3781128,362.0755005,0.961975753,524.5819702,371.4514771,0.926498175
105,589.9274902,295.2003174,0.92545563,551.2734375,313.4987488,0.972632706,612.5697632,337.5383606,0.682941198,587.2437744,351.358551,0.843876719,558.982666,361.9058838,0.959908605,524.0598145,371.4514771,0.927006721
106,589.9274902,295.1586914,0.92629832,551.2734375,313.4711304,0.97259444,612.5697632,337.5041809,0.676447093,587.2437744,351.358551,0.831605792,558.982666,361.8348389,0.960437894,523.9533691,371.4125671,0.927415073
107,589.9274902,295.1470032,0.916631877,551.2734375,313.4711304,0.970395565,612.6056519,337.4957581,0.675827503,587.2437744,351.4615479,0.825814784,558.982666,361.7218628,0.956096232,523.7346191,371.3439026,0.924140155
108,590.163147,294.9814148,0.915531874,551.5582886,313.4711304,0.970792532,612.7549438,337.4957581,0.665976584,587.6494141,351.4615479,0.825336814,558.8442993,361.7626343,0.952175677,523.6671753,371.3439026,0.918719769
109,590.163147,294.9074402,0.920189381,551.5582886,313.4711304,0.971203625,612.7549438,337.3512573,0.67066443,587.7008667,351.3538513,0.810260355,558.8442993,361.7503662,0.945317805,523.6671753,371.3439026,0.912128627
110,590.163147,294.9074402,0.920347869,551.5582886,313.3834229,0.972320974,612.6056519,337.3512573,0.631123066,587.7008667,351.2670898,0.816711545,558.7531738,361.7218628,0.948900104,523.6671753,371.4269104,0.912480712
111,590.1612549,294.9074402,0.917808771,551.5678711,313.3834229,0.974435925,612.6056519,337.2356262,0.622928798,587.8486328,351.2670898,0.816303253,558.7050171,361.7218628,0.951675832,523.6123047,371.4944153,0.916641891
