scorer,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000,DLC_resnet50_DhanuushAug8shuffle0_50000
bodyparts,iliac crest,iliac crest,iliac crest,hip,hip,hip,knee,knee,knee,ankle,ankle,ankle,mtp,mtp,mtp,toe,toe,toe
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
112,590.1612549,294.9408875,0.918104351,551.5628662,313.3834229,0.973435283,612.5059814,337.2356262,0.666988194,587.7008667,351.2670898,0.833636343,558.7050171,361.6905823,0.947661579,523.4981689,371.4944153,0.915168107
113,590.1612549,294.9985962,0.912556827,551.5628662,313.3834229,0.973374367,612.5059814,337.2944641,0.601306736,587.7008667,351.3007813,0.826314449,558.7531738,361.6905823,0.949874401,523.4981689,371.6307068,0.910867333
114,590.1612549,295.0089111,0.91907388,551.6057129,313.3834229,0.970557213,612.7509766,337.386261,0.611375809,587.8486328,351.4372253,0.803156674,558.7401733,361.6905823,0.938367188,523.4535522,371.6307068,0.907896459
115,590.1612549,295.0089111,0.913730204,551.8689575,313.3294067,0.972813547,612.7509766,337.386261,0.638761878,588.119751,351.4372253,0.824418128,558.760376,361.7290039,0.952365756,523.4981689,371.5585632,0.922952294
116,590.178772,295.0089111,0.914790034,551.8986816,313.2377319,0.972769856,612.7509766,337.386261,0.620945334,588.1832275,351.4372253,0.801980972,558.9493408,361.8753357,0.93983233,523.5457153,371.5585632,0.918846428
117,590.178772,295.0089111,0.913234472,551.9019775,313.2377319,0.971693337,612.7509766,337.2944641,0.616159976,588.197876,351.3672791,0.808709502,559.1870728,361.9568787,0.942151785,523.630188,371.6307068,0.918857157
118,590.0462646,295.0089111,0.924703181,551.8986816,313.3258972,0.968434811,612.5041504,337.0626831,0.631321013,588.197876,351.2863464,0.802226126,559.430603,361.8876038,0.941594601,523.5457153,371.8588562,0.915342152
119,590.0462646,295.0124207,0.920345187,551.8986816,313.3258972,0.97037822,612.4401245,337.0626831,0.622872591,588.197876,351.2562866,0.816909373,559.430603,361.8876038,0.944515586,523.5457153,371.931366,0.914706409
120,589.6538696,295.0042725,0.917168796,551.5532227,313.4866943,0.970606148,612.4401245,336.9819641,0.617412865,587.7628784,350.925354,0.781061232,559.437561,362.0413208,0.931592882,523.2946167,372.0657959,0.912722111
121,589.5365601,295.0446777,0.919086874,551.4779053,313.4866943,0.969424009,612.3873901,337.0626831,0.626106501,587.6398315,350.925354,0.779300988,559.437561,362.0413208,0.927149117,523.1296387,372.0979004,0.909510791
122,589.5157471,295.0540771,0.919485867,551.4779053,313.4866943,0.969235778,612.2237549,337.1225586,0.553205729,587.6286621,350.925354,0.78396368,559.430603,362.0413208,0.929323792,523.1091919,372.0979004,0.912994981
123,589.5365601,295.0540771,0.924067318,551.5302124,313.5022888,0.969280422,612.2237549,337.1225586,0.595585644,587.6207886,351.1070251,0.789795756,559.343811,362.1088562,0.919889867,522.9189453,372.0979004,0.907699704
124,589.6538696,295.0540771,0.917915463,551.5302124,313.5677795,0.970867455,612.2237549,336.9819641,0.593941867,587.6178589,351.1132813,0.78764379,558.999939,362.2301331,0.919369042,522.71521,372.0979004,0.912077248
125,589.5365601,295.0972595,0.91871649,551.4779053,313.6517944,0.970284641,612.0596313,337.1225586,0.575633407,587.4994507,351.1200867,0.79069978,558.3248901,362.3608398,0.914144814,522.5984497,372.157959,0.903237343
126,589.4432373,295.3013,0.914403021,551.4646606,313.7059326,0.970874071,611.8009644,337.3525696,0.585635126,587.0628052,351.3215637,0.814704299,558.2545776,362.3608398,0.929980755,522.2763672,372.384491,0.908278227
127,588.7529907,295.0972595,0.95170629,550.8129883,314.8527527,0.961531222,610.6506348,338.4429626,0.725137055,586.6334229,352.791687,0.826039612,557.5708618,364.7289429,0.852953315,520.9857178,372.3903503,0.9054479
128,588.7529907,295.0972595,0.963114023,550.6757202,314.8527527,0.961915612,610.5438232,338.6214905,0.756106913,586.1554565,352.7948914,0.819008946,556.3302002,364.7289429,0.850947082,518.4902954,373.2923889,0.894886136
129,588.7529907,295.0524597,0.95825547,550.2122803,314.8527527,0.964393079,609.8735962,338.6214905,0.672595739,585.267395,352.9255371,0.796956718,556.0214844,364.7289429,0.856554508,517.7312012,373.3660583,0.934835792
130,589.6798096,294.7219849,0.954616189,550.2122803,314.8527527,0.958942533,609.8735962,338.6214905,0.70641923,585.4883423,353.2125549,0.800789356,556.0214844,363.460022,0.85959059,517.5884399,373.4473267,0.939133823
131,589.6798096,294.6922607,0.955116093,550.6757202,314.8527527,0.958506525,610.5438232,338.6214905,0.696274877,586.1554565,353.2125549,0.769787431,556.0214844,363.460022,0.867998421,517.3823242,373.4473267,0.942336738
132,589.6798096,293.8707581,0.962293327,550.6757202,315.1905212,0.960393369,610.6445313,338.6214905,0.714048982,586.1554565,354.3623352,0.753254235,556.2822266,363.460022,0.843954206,516.9868164,373.7884521,0.942069352
133,589.286499,293.8707581,0.966657519,551.0300903,317.3468628,0.960469306,610.6445313,339.315155,0.726119399,586.7889404,354.3623352,0.792207897,556.2822266,364.93396,0.837207496,516.6781616,374.172821,0.895204306
134,589.286499,293.7368774,0.961493552,551.7120361,319.1481323,0.970490098,612.664978,339.315155,0.716989994,588.8494873,355.0513,0.820012808,559.1179199,364.93396,0.894404233,516.6781616,374.172821,0.912862062
135,589.286499,293.7368774,0.928178549,552.6757813,320.1413269,0.98402673,612.855896,339.315155,0.490424961,588.9614258,355.0513,0.727004349,560.5534668,365.3962402,0.852206409,516.6781616,374.172821,0.936430395
136,603.7403564,293.7368774,0.864136934,562.1504517,320.1598206,0.970098734,627.2233887,338.0602722,0.5040797,596.7311401,354.2287903,0.842249691,572.6412354,365.2014465,0.945185483,538.1329346,374.7672119,0.817654729
137,607.9975586,293.2435303,0.911055088,575.3955688,320.5599976,0.944691658,631.2763672,336.9812317,0.339357853,606.6026001,353.6955872,0.754982233,581.9628296,364.93396,0.959489286,553.6188354,373.8416748,0.972198069
138,619.5448608,293.2435303,0.898286343,580.6498413,321.1365967,0.954687834,646.4625854,335.3439331,0.428890526,614.7597656,351.9425964,0.650612056,587.1830444,364.9483032,0.931689441,559.9578247,371.1033325,0.972033024
139,631.2808228,294.2386169,0.927239656,600.5687866,321.1817322,0.965363562,673.5432129,335.3439331,0.538122237,645.866272,351.9425964,0.542574584,612.4046631,365.2014465,0.632311881,578.6743774,373.7879333,0.9289217
140,636.1556396,294.2386169,0.902024388,603.1879272,323.1257019,0.948409021,683.4310913,332.0612793,0.601517558,650.510376,353.6955872,0.502224922,627.2697144,365.2014465,0.7453385,584.8017578,373.8416748,0.92172426
141,638.1533813,293.2435303,0.874177694,609.8436279,323.1257019,0.961647689,685.4058228,331.9699097,0.614822388,658.9465332,354.0349121,0.740123749,632.4570923,368.0319214,0.909715831,602.1016235,373.8416748,0.915426493
142,652.0651245,293.0716248,0.935397029,610.0836792,323.1257019,0.975477755,686.8060303,331.2177734,0.614607394,659.6517334,354.0349121,0.735183477,636.7909546,368.0319214,0.925569594,602.2475586,373.9958801,0.943130136
143,655.1116333,293.0716248,0.91472739,615.2160645,322.7226563,0.978883624,690.7298584,331.2177734,0.471462548,661.0578613,354.0349121,0.750151694,636.8446655,368.0319214,0.955503166,607.949646,374.2401123,0.954004765
144,655.6461792,293.0716248,0.952020168,617.4355469,322.6092224,0.961253166,693.951355,330.6822815,0.593405485,662.2495728,353.5766602,0.727585733,636.9519043,367.4309387,0.964615583,608.7260742,374.2401123,0.96731168
145,655.6461792,293.6309509,0.94248569,617.8197632,322.6092224,0.96861434,693.951355,330.6822815,0.58867985,662.2495728,353.5766602,0.65544641,637.3460693,367.2896118,0.968373239,609.2279663,374.2401123,0.965388358
146,655.6461792,294.1955872,0.957948506,617.8197632,322.7226563,0.965575099,693.951355,330.6822815,0.572971642,662.6273193,352.7653198,0.700519025,637.5953979,367.2896118,0.969462633,609.3013916,373.8919983,0.963738918
147,655.1370239,294.6528931,0.960977912,617.7316284,322.743988,0.954646945,693.9202271,330.6822815,0.640250742,662.6273193,352.7653198,0.68934083,637.5953979,367.4309387,0.971525311,609.5402222,373.8919983,0.959759772
148,653.583374,294.8408813,0.936637163,617.7316284,322.743988,0.955390751,689.7401733,330.6822815,0.465464324,665.678772,351.4313965,0.74570775,637.5953979,367.5917053,0.972975373,609.6102905,373.8919983,0.97386384
149,653.3796997,294.8408813,0.951525748,617.4038696,322.743988,0.94247669,688.7524414,329.3392944,0.482034951,665.7207031,351.3852234,0.752331436,637.5953979,368.0176697,0.975031793,609.7489624,374.272522,0.975754201
150,652.4536743,294.7211304,0.92716825,616.7766724,322.6538696,0.965652823,688.2294312,325.7711182,0.542512,665.7207031,350.5968628,0.658855081,637.498291,368.0176697,0.971266448,609.7489624,375.3877869,0.965821028
151,651.6193237,294.6528931,0.924437463,616.5877686,322.6345215,0.965316117,688.2294312,325.4187622,0.568107128,665.8026733,350.5227356,0.654800415,637.498291,368.0176697,0.970675945,609.7489624,375.3877869,0.966215849
152,651.2911377,293.9660645,0.89401412,616.2509766,319.433075,0.96280092,688.2294312,325.1609192,0.568377435,665.8491211,350.1468506,0.612941682,637.498291,367.0908203,0.975475669,609.6102905,375.4355164,0.96856755
153,651.1843262,291.9545898,0.743842244,615.7115479,318.0629272,0.954011917,699.4056396,323.898468,0.663924754,674.986145,349.5053406,0.678078294,642.9819336,364.6472168,0.911968291,609.4963989,375.7824097,0.981569707
154,651.1843262,291.9545898,0.726222634,615.6282959,318.0629272,0.946772993,699.4056396,323.150116,0.661579967,674.986145,349.5053406,0.652394235,643.4058228,364.6472168,0.937037766,609.0975952,376.3573914,0.975788593
155,651.1843262,291.5019226,0.740641952,615.6282959,318.0629272,0.944437683,699.473877,323.150116,0.535079122,674.986145,349.5053406,0.61321795,643.4058228,364.6472168,0.9415254,609.4963989,376.3573914,0.975773335
156,651.3935547,291.9545898,0.702426195,615.5310669,319.4064331,0.943694592,699.4056396,323.150116,0.647176683,674.7449341,349.6449585,0.640408218,643.0192261,365.2044678,0.931212783,609.4963989,376.6005554,0.967636466
157,652.7052002,291.9545898,0.791742384,615.5717163,319.5884399,0.949260116,699.4056396,323.8746338,0.694126904,673.8040771,349.9841919,0.68321234,642.9819336,366.1311646,0.937853992,609.0975952,376.6104431,0.961437345
158,654.3850098,291.9932556,0.894745708,615.4190674,320.3173218,0.940339684,699.1258545,328.1305237,0.660089433,673.453064,349.9841919,0.699727774,642.7322388,366.2867126,0.959592938,608.9494019,376.6104431,0.957043946
159,654.3850098,291.9932556,0.871631145,615.5717163,320.3360596,0.944313049,698.3201294,328.7507019,0.652693152,673.3986816,349.9841919,0.654721975,642.6150513,366.5461121,0.947550237,608.6811523,375.3424377,0.94993645
160,654.6658325,292.5036621,0.876268625,615.515625,321.1271973,0.949446201,694.6246338,329.5987244,0.554589748,669.2955322,349.3327026,0.656253695,641.5464478,367.29245,0.955533922,606.289978,375.3424377,0.952040613
161,654.9355469,293.2175293,0.879672885,615.5717163,321.5163269,0.949048698,694.2600708,329.7323303,0.515638828,669.1115112,349.3327026,0.668144882,641.5131836,367.9441833,0.965857387,606.0912476,375.1878357,0.950578928
162,655.2267456,293.2175293,0.8793993,615.6222534,322.0137634,0.950678647,694.2600708,330.7990417,0.582441211,669.1115112,349.3327026,0.703651667,641.2507324,368.5397034,0.963292658,606.0806885,375.1878357,0.943496943
163,655.6490479,293.4208679,0.872255504,615.9420776,323.1395569,0.953699052,694.2600708,332.0802612,0.577012897,669.1115112,349.6835632,0.633444667,641.2507324,368.7346191,0.958191574,606.0912476,375.2775879,0.943649471
164,655.8724976,293.4208679,0.862492442,616.5984497,323.1395569,0.946588516,699.8264771,332.3701782,0.519464135,669.4274902,350.0916748,0.623636663,641.3458862,368.7346191,0.954440951,606.0912476,375.1878357,0.951736867
165,655.888855,293.4208679,0.810171068,619.4138184,323.1395569,0.924423754,703.7737427,333.3089905,0.584005356,671.569519,350.1974487,0.538166165,641.3458862,368.7346191,0.967990816,608.3903809,375.0336914,0.963054597
166,656.3023071,293.4748535,0.849809229,622.7003174,321.7311401,0.910106599,703.7737427,333.7731934,0.633486032,677.1873779,351.0919495,0.642467797,643.2342529,368.1338806,0.968220055,609.706604,375.0055847,0.972877324
167,668.8268433,294.0198364,0.91330868,626.6596069,320.0099487,0.924401641,703.8179321,333.8392639,0.685037732,677.8004761,351.3631287,0.663502216,644.6521606,367.418396,0.961053014,610.4967041,374.8118286,0.971756041
168,671.25354,294.0198364,0.933839858,632.1920166,319.9327087,0.950158,705.6253662,333.9269104,0.718260944,678.0056152,351.3631287,0.748456895,648.4498901,366.1376648,0.928766131,617.7886963,374.1270142,0.974530816
169,672.8985596,293.6531067,0.960746825,634.9377441,319.0761108,0.939603031,707.1289063,336.0588684,0.662030041,678.3788452,351.0919495,0.771788955,648.5314941,365.6521912,0.947212398,618.2056885,373.9781799,0.982435584
170,675.786499,293.6531067,0.969854474,643.9885864,318.1184387,0.936327517,708.9359131,336.0588684,0.661840737,680.7600708,350.4605408,0.776446462,652.1408081,365.4190369,0.914876819,621.0987549,373.9781799,0.98006779
171,677.1412354,293.6531067,0.973632455,644.5645752,317.6042175,0.963511109,710.5488281,336.0588684,0.672035396,682.8828735,350.4230042,0.800496459,655.6394043,364.9768982,0.945951343,622.1727905,373.9781799,0.977272451
172,678.5205688,293.4682617,0.972047865,645.7453613,317.4593201,0.962939858,710.5717163,336.2445068,0.653144002,684.4314575,350.3632507,0.811681151,657.2073975,364.6602478,0.969551742,623.6104126,374.2286682,0.967873216
173,680.2203369,293.4326477,0.965492964,646.4348145,317.2594604,0.961526513,714.7322998,335.7463684,0.676292419,684.5085449,350.3036194,0.832111299,657.8967896,364.6602478,0.971145391,623.6104126,374.2286682,0.969872117
174,681.993042,293.3287964,0.975295007,647.1577759,316.6191101,0.966615379,714.7322998,335.7463684,0.625423253,684.6694946,350.3036194,0.846878707,658.0258789,363.7717285,0.97297138,623.9477539,374.3700867,0.970702827
175,684.4141235,292.6818848,0.971654117,648.3703613,316.4566345,0.961239219,715.7435303,335.6781311,0.651415467,685.4180908,349.6750183,0.823086679,658.0315552,362.6493835,0.967755854,623.9477539,374.3700867,0.965911806
176,684.5645142,292.5032043,0.962930262,648.4421997,316.4215393,0.962634563,716.7355957,335.6781311,0.633075356,686.3097534,349.4736023,0.797880232,658.7195435,362.1692505,0.960007548,623.9346924,374.0597229,0.968375504
177,684.7526245,291.9529419,0.963299692,648.9423218,316.4215393,0.963272095,716.9091797,335.0374756,0.628856242,686.7247925,349.4736023,0.749340475,659.0158691,362.0592041,0.940440297,623.7032471,373.9867859,0.959978938
178,684.7526245,291.9389648,0.96027559,648.9423218,316.6191101,0.964012384,721.7363281,334.2118835,0.602136672,687.0149536,349.4736023,0.762681007,659.6795044,361.8755493,0.954923511,623.9346924,373.5045471,0.960148692
179,684.7526245,291.9265137,0.952063501,648.9423218,316.6324158,0.966483831,721.8134155,334.0074768,0.58720988,687.5199585,349.4460754,0.755392194,659.8417358,361.7947998,0.952769458,623.9346924,373.5045471,0.958812714
180,684.7526245,291.7338562,0.94705981,648.8982544,316.6324158,0.962603807,723.1045532,333.9982605,0.538159311,688.1639404,349.4460754,0.697708368,659.8417358,361.7947998,0.952323616,624.197876,373.5045471,0.957365155
181,687.8140869,290.9804993,0.947674155,648.7022095,316.6324158,0.965368748,723.1045532,333.6265564,0.569534838,688.1639404,349.476532,0.687075615,659.8417358,361.8755493,0.963408649,624.197876,373.6524048,0.95967555
182,688.0813599,290.0483093,0.944395363,648.6430054,316.3991089,0.963569283,723.1045532,327.859314,0.539260149,688.1639404,349.2643433,0.711216152,659.5028687,362.0750427,0.960768998,624.197876,373.6524048,0.963321924
183,688.3519287,290.0483093,0.953826189,648.6130981,316.3735046,0.970414698,720.0802002,327.859314,0.60902679,687.0148926,349.2643433,0.780021131,658.4135132,362.5954285,0.957496941,623.7580566,373.6524048,0.961873114
184,688.3519287,290.0483093,0.955291152,648.5487061,316.3631897,0.970870376,718.855957,327.859314,0.530820131,686.9602051,349.2643433,0.742385447,657.9124146,362.6654968,0.954228103,623.4451904,373.625061,0.964385271
185,688.3519287,290.1470032,0.946832478,648.3307495,316.3631897,0.970362782,718.855957,327.859314,0.551480412,686.8997192,348.4271545,0.75142318,656.3024902,362.8165283,0.934346676,623.0576782,373.6053772,0.971759796
186,688.3519287,290.174469,0.952018023,648.2508545,316.3631897,0.970709801,719.6291504,327.8945923,0.506380439,686.805481,348.4271545,0.721633136,655.7439575,362.8380737,0.922573626,623.0576782,373.5710449,0.972161293
187,687.7918701,290.1824341,0.951408982,647.9445801,316.3631897,0.970697403,718.855957,328.1524048,0.488176405,686.7329712,348.4271545,0.682545483,655.4584961,363.4548645,0.90610522,623.022522,373.5710449,0.966172099
188,683.5352783,290.7891541,0.934539258,647.1293335,316.9768677,0.960123599,718.855957,333.3883362,0.442433506,686.5469971,348.4810791,0.677299619,654.3833008,363.7680664,0.920497537,622.9420166,373.3683472,0.971448541
189,682.4985352,290.8885498,0.928050339,645.8885498,317.9078064,0.949631274,718.7688599,334.6763611,0.467867345,686.3702393,348.5545349,0.689505279,653.4449463,363.9457703,0.959261119,622.9420166,373.3683472,0.975138426
190,682.4985352,290.8885498,0.925594211,645.8885498,318.2351074,0.954422295,718.7688599,334.7189026,0.530905306,686.1467896,350.6078186,0.680600047,653.2356567,364.325592,0.949966013,622.8226318,373.2335205,0.977972865
191,682.4985352,290.8885498,0.905264497,645.8885498,318.3882446,0.945212781,718.3798218,334.7189026,0.382938087,685.4891968,351.3436279,0.722343802,653.2145996,364.7159424,0.969787121,622.8151245,373.1220703,0.980207026
192,681.47052,290.9929504,0.916223049,645.8423462,319.2788696,0.953009307,718.3798218,334.7189026,0.476638347,685.4481812,352.0197449,0.776842296,653.1838379,364.9565735,0.978377283,622.6786499,373.0148315,0.981462359
193,683.7346191,291.4859009,0.930919468,645.9102783,319.3882446,0.941935658,718.6850586,334.5090027,0.561425626,684.2817383,352.0197449,0.839481115,653.1838379,364.9565735,0.984516799,622.8151245,372.9645081,0.980413616
194,683.7346191,291.4859009,0.945536673,646.4118042,320.1361694,0.961790502,718.6850586,334.0939636,0.648715973,683.8961792,352.0197449,0.839040816,653.1838379,365.1478882,0.9879691,622.8226318,372.539917,0.982022762
195,683.7346191,291.4859009,0.912957907,648.2557983,320.493042,0.975350678,718.3798218,333.0552368,0.714998305,683.8961792,352.0725098,0.803524554,654.1060181,365.6437378,0.954416096,623.4053345,372.539917,0.972214758
196,683.7346191,291.2461548,0.931790233,655.076416,321.0773621,0.972970068,716.6673584,333.0552368,0.749526143,684.2817383,352.1299744,0.855770767,656.6181641,365.7445068,0.979598403,627.4926758,373.0148315,0.983297825
197,685.2687378,291.2461548,0.944528759,655.076416,321.2791138,0.98178798,716.6673584,333.0552368,0.723971367,684.8944092,351.2028503,0.893417895,658.3247681,367.5867004,0.976095736,633.4234619,373.4589233,0.969839633
198,685.4147339,291.2461548,0.955206931,655.1556396,321.2791138,0.981579363,716.6673584,332.943512,0.758521855,685.8737183,351.0853271,0.899851024,658.8213501,367.5867004,0.9803738,634.2147827,373.5322266,0.978838027
199,686.427063,293.1657104,0.946429729,655.1556396,321.2791138,0.977518439,724.2320557,326.4198303,0.566824973,689.4490356,351.2756653,0.745109975,665.3599854,367.5867004,0.943514764,636.7720947,373.7389832,0.966350853
200,686.7131958,293.1657104,0.944614112,655.6084595,321.2355652,0.972758234,724.583313,326.4198303,0.629106283,689.6148071,351.0853271,0.748943388,665.7391357,367.4707947,0.945558906,637.4093628,373.6525269,0.963438988
201,686.8347778,293.1657104,0.940712392,656.2915039,321.2355652,0.969537377,731.6311035,326.4198303,0.77654469,699.1829834,350.962616,0.680346608,670.8467407,367.4707947,0.959347785,641.4539185,373.6525269,0.949466527
202,687.776001,292.6427307,0.936941803,656.9641724,320.4233093,0.970784903,731.6311035,327.3661499,0.75884068,700.8236084,350.9334412,0.726303875,672.2286377,366.929718,0.969954729,642.8623047,373.6525269,0.964446425
203,687.776001,292.6427307,0.960503042,660.1555786,319.6502075,0.968838871,731.7852173,327.3661499,0.699791729,701.9921875,350.3461609,0.790578723,673.9405518,366.7704468,0.977239907,644.0036621,372.7762756,0.980019391
204,689.8513184,292.4547424,0.933423698,660.7016602,319.5763245,0.962444782,731.8422241,327.3661499,0.851749003,702.1708984,349.3457336,0.84222126,674.0162964,366.2315369,0.984191895,644.2849121,372.7523499,0.973285437
205,696.7245483,292.6427307,0.885242999,660.8563232,318.5477295,0.966024339,731.8422241,327.3661499,0.784572721,702.7866821,349.3457336,0.828938127,675.4658813,366.1657715,0.979898691,644.3910522,372.1607971,0.967307568
206,698.4525146,292.4547424,0.95113492,663.2949219,317.3587036,0.970025003,732.6713867,327.258728,0.82553333,703.0811157,348.8526001,0.798212051,675.4658813,365.2913513,0.976705611,644.616333,372.1607971,0.962692261
207,700.3804321,292.4547424,0.961246252,665.4267578,317.3587036,0.961077034,732.9813232,327.258728,0.814018667,705.5872192,348.8526001,0.772882104,676.7168579,365.2359314,0.972993076,645.7305908,371.7716064,0.961522818
208,715.2389526,292.4547424,0.93769002,676.5715942,317.3587036,0.948653936,749.0292358,328.500061,0.822003901,720.9071655,348.8526001,0.751104116,684.7954712,365.2359314,0.945141435,654.1920166,371.3987122,0.976885319
209,715.3152466,292.9529724,0.928369284,676.5715942,318.5691223,0.947045624,750.6362305,328.500061,0.717272103,721.9143066,346.3667908,0.724110425,688.4326172,365.2913513,0.936591446,654.3153687,370.4936829,0.971198201
210,715.3152466,293.3573914,0.93937546,676.5715942,319.8981323,0.947644532,750.7271729,327.258728,0.720396817,721.9143066,346.3051453,0.748034358,690.381958,365.3398132,0.944748521,654.3153687,370.4936829,0.974108338
211,715.3152466,293.3573914,0.941985846,676.1449585,319.8981323,0.95039618,750.7271729,327.1831665,0.713677227,721.9143066,346.2598877,0.714676321,690.381958,365.3398132,0.947789133,654.3153687,370.4936829,0.968681753
212,715.3152466,293.3573914,0.935095668,676.1449585,319.8981323,0.952216208,750.7271729,326.9911804,0.714274883,721.9143066,346.2598877,0.700837612,690.381958,365.3398132,0.927831531,654.3153687,370.5200195,0.968140185
213,715.3152466,293.1387024,0.904083729,676.1449585,317.3847046,0.952373624,750.7271729,326.8609314,0.740942836,721.9143066,346.0966797,0.600304902,691.1412964,363.5028076,0.94217515,654.3153687,370.5200195,0.981295884
214,717.3126221,292.7750549,0.907728016,679.8035278,317.3173218,0.955119431,752.2034912,326.8609314,0.524118841,724.0863647,346.2598877,0.702657163,691.2961426,362.5009155,0.919253707,655.7548218,370.5200195,0.979636967
215,719.939209,291.4129028,0.898809969,683.8876953,317.3173218,0.922035098,764.1138306,326.9911804,0.547138751,736.0712891,346.8178406,0.652055919,705.3731689,362.5009155,0.954700053,661.1647949,371.6250305,0.967882037
216,733.31073,290.510437,0.941434026,691.229248,317.3173218,0.944755316,766.3153687,328.1300354,0.695581496,738.0525513,347.1881409,0.690868318,712.4041748,363.5028076,0.962965906,669.229126,371.6250305,0.955826461
217,736.8353882,290.3226929,0.928999364,699.6858521,316.725708,0.926277876,780.0620117,328.1300354,0.736668527,752.6273804,347.1881409,0.737934351,732.6627197,364.9303589,0.864602923,700.1434937,373.145813,0.897301733
218,736.8353882,290.3226929,0.922123194,704.0632935,316.725708,0.916733503,780.0620117,328.6231079,0.805544198,752.6273804,350.1984558,0.802073598,732.6627197,364.9679871,0.824443996,700.1434937,373.8154907,0.915473104
219,737.5714111,290.510437,0.931023538,706.7190552,319.9638367,0.922353446,781.2086792,328.6231079,0.762796104,753.7233276,350.5578003,0.808571756,732.6627197,366.0961609,0.904002666,700.1434937,373.8154907,0.936965704
220,737.9057617,289.960083,0.900320292,706.7877197,319.7944031,0.97138226,781.6657715,331.17099,0.83857429,754.699646,351.4021301,0.722185194,732.296814,365.1447754,0.96163106,700.1434937,373.4729309,0.949629486
221,737.9057617,290.0055237,0.860581279,707.2654419,319.7944031,0.971916735,783.6694946,333.4561157,0.800276697,756.6237793,351.4021301,0.784638345,732.296814,365.1447754,0.936763525,701.8820801,373.145813,0.919625938
222,762.6330566,292.4596252,0.882736862,714.3900757,319.7944031,0.96522671,790.0512085,333.955719,0.764567494,762.9465942,351.4021301,0.790636837,732.296814,365.1447754,0.948496401,704.7036133,373.0154724,0.953272164
223,764.3616943,292.2654419,0.92247045,720.9229736,318.301239,0.948114872,790.6889648,334.7788391,0.626485705,763.9439087,351.1342773,0.835412085,733.7988281,365.0064697,0.965681136,707.0592041,372.3353271,0.977584422
224,768.5812988,290.8143616,0.950860262,727.6038818,318.2533875,0.960046172,798.3334961,335.4226685,0.767705262,768.9187622,351.1342773,0.65926981,739.0418701,364.8729248,0.852342725,708.928833,371.4308777,0.961865485
225,769.5522461,290.8143616,0.9619326,728.7860107,318.1183472,0.954077661,803.3374023,335.4376526,0.729299963,771.4797974,351.1342773,0.509254694,739.9313354,364.1194458,0.805983245,709.0376587,371.3579712,0.947740138
226,783.1878052,292.2654419,0.940392137,738.5374756,318.1183472,0.937793851,805.6760254,335.9233398,0.685007513,773.6785889,351.1342773,0.691949069,744.0917358,362.3566589,0.888910234,713.4696045,369.6568604,0.863142014
227,788.1134033,292.2654419,0.904445767,744.2424927,318.2533875,0.954758823,819.8936157,337.2295532,0.68008852,786.2466431,351.4179077,0.555336237,749.1943359,361.5234985,0.707613647,724.7565918,368.5119324,0.846626818
228,801.0808105,292.06427,0.973748028,763.1983643,318.2535095,0.951472402,828.1135254,337.2412109,0.622245193,791.5672607,351.4179077,0.71939677,765.2214355,359.7321472,0.891136467,741.4104614,368.1102905,0.883275747
229,803.0474243,293.3638916,0.967456102,763.2371826,319.2390137,0.950426936,828.9502563,337.5299683,0.596122384,792.7799072,351.860321,0.755754828,765.8638916,359.565918,0.900967717,741.9539795,368.1102905,0.916200221
230,822.1915894,294.6587219,0.963922441,778.5296631,319.2390137,0.926193774,850.4969482,337.7015686,0.695685029,814.2887573,351.860321,0.67013067,778.0841064,359.565918,0.884417415,742.7915039,368.098114,0.913573742
231,834.8314819,295.9675903,0.954841256,790.7601929,319.6839905,0.962829769,860.0665894,337.8165588,0.720585465,823.3497314,352.286377,0.488514036,781.7148438,359.7321472,0.72518456,748.1641235,368.1102905,0.868467987
232,841.0752563,295.1684875,0.961872101,794.8900146,319.6839905,0.94653219,869.1766357,338.2361145,0.752988815,842.7775269,352.6308594,0.702475667,812.3568115,364.4154358,0.887079239,752.9369507,369.7192383,0.69643575
233,841.4215088,295.1684875,0.96660316,795.1277466,319.2390137,0.936088502,873.8009033,341.7713013,0.865282059,847.5283813,358.2546997,0.748755932,816.2545776,364.4616089,0.885074854,783.7700806,371.1843262,0.947181165
234,841.9962769,295.1684875,0.955857873,799.8146362,320.1538391,0.95429039,873.8009033,342.9336548,0.845113158,847.6054688,358.2546997,0.736212492,820.2129517,366.9463196,0.820186198,784.0315552,371.1843262,0.879432619
