scorer,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000,DLC_resnet50_Catwalk_DRGDec5shuffle1_50000
bodyparts,rf,rf,rf,lf,lf,lf,rh,rh,rh,lh,lh,lh
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
146,632.1472778,217.3653717,0.992705047,653.3978882,205.1495972,0.92228961,614.2661133,255.8386841,0.975585341,651.8930054,270.1265564,0.948827505
147,631.9406128,217.0634766,0.992056251,653.9578247,201.9534607,0.922231019,614.2661133,251.8731537,0.987729013,652.0515137,268.8250122,0.958570123
148,631.682312,217.0066071,0.988468766,653.9578247,201.0628967,0.834266305,612.3926392,251.8731537,0.862971961,652.0897217,268.2869263,0.94235152
149,629.7163696,216.045105,0.991774142,653.125,201.0628967,0.956828058,612.1711426,251.8731537,0.707896411,652.1184692,267.4960938,0.942415297
150,625.7335205,215.3126678,0.971754551,653.125,201.0628967,0.959744632,612.3926392,249.2315521,0.930700541,652.1184692,265.7438965,0.918190897
151,619.5543213,215.2897644,0.777711391,654.3759766,201.0628967,0.972462416,615.1341553,228.8764496,0.91386497,655.1989136,256.4321289,0.944599271
152,619.5543213,214.8896942,0.692615271,654.2351685,200.9311371,0.970070183,617.0113525,219.1773834,0.860491455,657.187561,243.1752319,0.978029609
153,619.5543213,213.1951752,0.448742479,654.2351685,199.8805695,0.943141818,617.1071167,219.0801086,0.934242725,657.187561,231.0121002,0.959742606
154,631.8372192,174.8725433,0.844345272,654.3759766,199.5765533,0.599350154,617.1463623,218.8262177,0.937739789,657.187561,216.0627594,0.953854561
155,632.5984497,173.3430481,0.960553825,655.0250244,192.0498505,0.54945153,617.1071167,218.8262177,0.956858158,655.8218994,216.0627594,0.949832797
156,634.2564697,171.7787323,0.982937932,655.0250244,167.4240875,0.283526152,617.0113525,218.4673157,0.973297,655.8218994,216.0627594,0.956958771
157,635.515564,170.8878326,0.988280952,655.3847046,166.8411865,0.381239921,617.1071167,218.3533936,0.985161602,655.8218994,216.0794525,0.967393875
158,635.515564,170.5049591,0.989520669,655.3847046,165.5767365,0.252729446,617.1463623,201.69104,0.956898928,656.1359863,216.0794525,0.974008918
159,635.515564,170.3852844,0.982269943,655.3847046,163.098465,0.255167186,617.3411255,186.5859833,0.71083051,656.6937256,216.0794525,0.96748054
160,626.4229736,166.7878571,0.671723962,648.5182495,124.4107132,0.94390732,617.3411255,173.0746918,0.945156634,656.8859863,213.7286377,0.963948131
161,626.4229736,165.7184296,0.322359979,648.5182495,124.4107132,0.979830503,617.4533081,171.8718262,0.970109344,656.8859863,209.758667,0.961571336
162,626.4229736,105.934967,0.760530531,648.2215576,124.1583557,0.987362444,617.4533081,171.7612457,0.976235509,656.8859863,197.1861572,0.909575939
163,629.1627808,93.59272766,0.969317019,648.1769409,124.0868835,0.990238011,617.4533081,171.2044067,0.980664253,656.706604,168.9208679,0.661786377
164,629.1627808,80.91190338,0.973908186,648.2215576,124.0868835,0.958029032,617.4533081,169.7175446,0.973527372,652.303772,129.289566,0.41580385
165,629.2763062,80.91190338,0.998582959,648.1769409,121.8620071,0.630167603,617.4533081,164.6775665,0.97933656,651.9904785,129.289566,0.858956575
166,629.2763062,80.76004791,0.998580396,647.8345337,89.78054047,0.518633127,617.5744629,154.3572845,0.98049736,651.5044556,128.8532257,0.963306487
167,629.1627808,80.91190338,0.996963263,644.6693115,37.65170288,0.951893568,617.5462646,132.7317963,0.704147696,651.5044556,128.8532257,0.96918571
168,628.6622925,80.48755646,0.986067593,644.5522461,34.95500946,0.991771877,616.9159546,96.15788269,0.47195062,651.5044556,127.0701904,0.96320349
169,622.2481079,78.65376282,0.314309597,644.2578125,34.93272018,0.992580235,616.9159546,85.74203491,0.955702722,651.8029785,126.9687653,0.957809448
170,621.9362183,18.46838951,0.621870935,644.2578125,34.93272018,0.994083047,616.9159546,85.6005249,0.970308959,651.8029785,114.1522903,0.959174573
171,621.0446777,12.61183167,0.183378577,644.4966431,34.93272018,0.992636442,616.2927856,85.20176697,0.97321862,651.8257446,96.27864075,0.83905822
172,621.0446777,12.48187447,0.32777375,644.4966431,34.93272018,0.991330802,616.2927856,84.25402832,0.981561601,652.383667,54.23397064,0.258542448
173,620.907959,11.93553734,0.446148217,644.4966431,34.94984055,0.986690223,616.0540771,82.45046234,0.977045178,651.9176636,53.38722992,0.802786231
174,620.907959,10.99324989,0.657979608,646.4180298,44.09596634,0.682883859,615.9415894,80.09568787,0.97951299,651.8257446,52.63201141,0.827860951
175,620.8592529,10.93295288,0.663829446,646.4180298,44.09596634,0.601695001,612.1519165,74.05081177,0.986614823,651.8257446,52.63201141,0.900047421
176,620.5307007,10.93295288,0.429475456,646.7979736,44.09596634,0.36853081,612.1519165,52.37962723,0.991275251,651.7587891,53.38722992,0.945414305
177,619.2654419,10.93295288,0.406330526,646.7979736,43.67922211,0.236598209,612.1519165,37.90996933,0.989374578,651.7587891,52.63201141,0.962314367
178,615.9234619,13.70538902,0.524134874,646.7979736,43.67922211,0.268881232,614.3421021,28.22585297,0.957205892,651.7587891,52.63201141,0.961894691
179,615.9179077,14.53055,0.613243639,646.9147339,43.67922211,0.30268839,614.4518433,27.5506649,0.940140426,652.0065308,52.92841721,0.954366088
180,615.7766724,14.6408577,0.613744438,646.9147339,44.0200882,0.344998628,614.4518433,27.37323189,0.946200907,652.0107422,53.09907532,0.947689891
181,615.7756958,15.27858543,0.612714708,646.9147339,44.08922958,0.339331567,614.4518433,27.15360641,0.939259589,652.0107422,53.04234314,0.949055672
182,615.7756958,15.33848,0.562877238,646.8280029,44.08922958,0.331039011,614.4499512,26.5764904,0.930606961,652.0065308,53.04234314,0.950351298
183,615.7756958,15.61412144,0.5481323,646.7155151,44.08922958,0.343664527,614.0352173,25.61789703,0.912838757,651.9622192,53.04234314,0.952740908
184,618.3591309,16.76145744,0.58599174,646.6849976,44.04363632,0.351572067,613.7290039,25.17698479,0.882233262,651.8740234,53.00321579,0.954839885
185,618.3591309,16.76145744,0.593865275,646.3877563,43.92552948,0.353170305,613.2814331,24.69362259,0.871292651,651.7762451,52.90398407,0.956083417
186,618.3591309,16.76145744,0.634865165,646.3877563,43.6038208,0.36245048,613.2814331,24.53839302,0.850278556,651.7566528,52.52712631,0.957270503
187,616.5776978,15.00510406,0.64349103,646.3877563,43.22156906,0.343068957,613.2814331,24.3142395,0.851816356,651.7269897,52.05224609,0.958285332
188,616.5776978,14.99649239,0.595830977,646.4576416,42.77812195,0.332069993,613.409729,23.74042511,0.854684353,651.654541,51.414608,0.959830821
189,616.5776978,14.86197758,0.577077568,646.4811401,42.63364029,0.321273178,613.4298096,23.57038307,0.858890891,651.654541,51.31267929,0.959342957
190,616.7590942,14.99649239,0.56190604,646.4811401,42.54167557,0.3119407,613.5739746,23.3185997,0.861254632,651.6453857,51.31267929,0.959933281
191,616.9452515,14.99649239,0.555438757,646.4811401,42.54167557,0.303608149,613.9053955,23.3185997,0.865881085,651.654541,51.31267929,0.960324824
192,617.6150513,16.58768082,0.518781066,646.4811401,42.54167557,0.298438042,614.0724487,23.3185997,0.862640619,651.654541,51.5544548,0.960381091
193,617.7803955,17.65845871,0.557938874,646.4769287,42.54167557,0.299917072,614.0724487,23.57608032,0.876246572,651.6453857,51.5544548,0.961577535
194,617.8534546,17.91193199,0.671013713,646.3862915,42.54167557,0.275494516,614.3061523,23.85394478,0.855383515,651.5450439,51.5544548,0.962796092
195,617.9140015,18.51276207,0.744567096,645.5940552,38.73651505,0.222661093,614.5575562,24.29662323,0.813640118,650.3756104,47.92627335,0.973145008
196,617.9140015,18.51276207,0.688132465,645.2851563,38.40841675,0.195238352,614.5575562,24.29662323,0.854450643,649.8773193,47.35923767,0.971006155
197,617.9140015,18.51276207,0.682807505,621.8134766,3.72066927,0.136206955,614.5575562,24.29662323,0.859673321,649.6925049,46.33727646,0.968314826
