scorer,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120
bodyparts,RF,RF,RF,LF,LF,LF,RH,RH,RH,LH,LH,LH
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
372,1666.9271,705.9868,0.5335043,1665.324,704.4283,0.44222137,1259.7101,708.7264,0.9295725,1293.4324,679.34717,0.64163643
373,1666.8569,705.9868,0.53420794,1665.1997,704.4283,0.44494584,1257.1373,708.7251,0.9366712,1293.3167,679.3905,0.6659534
374,1666.8844,706.0083,0.545108,1665.3414,704.4804,0.45496535,1257.1373,708.7264,0.91205794,1293.1786,679.3905,0.664466
375,1666.8844,706.0083,0.5324808,1665.3414,704.4354,0.44284895,1257.9729,708.89746,0.91489136,1292.911,679.3905,0.64660424
376,1666.8569,705.8809,0.5448696,1665.1997,704.4354,0.45323688,1257.9729,708.79126,0.95080584,1291.4703,682.73083,0.6301645
377,1666.5405,705.8809,0.54427314,1664.9777,704.5266,0.4512309,1257.9729,708.92065,0.9565877,1291.4236,683.09076,0.66302836
378,1666.0186,705.8827,0.5357715,1664.5685,704.5513,0.44153678,1257.9729,708.92065,0.93323874,1291.4236,683.2275,0.68981075
379,1665.8451,705.8827,0.5396976,1664.506,704.672,0.44736323,1258.2012,708.8467,0.938109,1291.4501,683.2275,0.67678386
380,1665.7311,705.8827,0.5373912,1664.3479,704.672,0.44391164,1257.8118,708.79126,0.93874496,1291.4703,683.2925,0.68002754
381,1665.5029,705.8827,0.52927494,1664.1046,704.672,0.43811467,1257.8118,708.8467,0.9294534,1291.8253,683.3784,0.6821071
382,1665.4634,705.8827,0.5252835,1664.0908,704.672,0.4343256,1257.6333,708.764,0.93336195,1292.1577,683.4407,0.68670857
383,1664.7599,705.8783,0.49571812,1663.4261,704.6683,0.40614644,1257.2224,708.7078,0.9378253,1292.4248,683.4407,0.6991719
384,1664.678,705.75977,0.5043692,1663.4261,704.5672,0.41605964,1257.1782,708.6631,0.90677565,1292.4248,683.4407,0.6975687
385,1664.644,705.7007,0.5078354,1663.4261,704.4535,0.4164885,1257.054,708.6631,0.9164584,1292.4248,683.5068,0.7203057
386,1664.644,705.3815,0.50876147,1663.4261,704.22424,0.41485447,1257.054,708.6377,0.91791767,1292.0302,683.5068,0.6932657
387,1664.644,705.3815,0.5066824,1663.443,704.22424,0.41182086,1257.054,708.58887,0.9075113,1292.0302,689.3889,0.51824564
388,1664.678,705.3815,0.49905667,1663.5533,704.22424,0.40546983,1257.8599,708.4368,0.91553336,1291.7628,689.3889,0.5747016
389,1665.3851,705.7512,0.5243089,1664.0248,704.5356,0.43244314,1258.4111,708.4368,0.8981602,1290.8586,689.3889,0.59039795
390,1665.3851,705.7512,0.5188486,1664.0375,704.5356,0.42614254,1258.5776,708.4368,0.9294048,1290.8586,687.8655,0.5883094
391,1665.4551,705.7512,0.52455556,1664.0762,704.5356,0.43190673,1258.5776,708.5181,0.9373702,1290.8586,687.4736,0.60748744
392,1665.4551,705.7204,0.51934505,1664.0762,704.52856,0.4253558,1258.7888,708.5181,0.94976133,1290.8586,687.4736,0.6303491
393,1665.5516,705.7204,0.52168703,1664.2295,704.52856,0.4283303,1258.948,708.5272,0.92980677,1291.8892,687.4736,0.6135867
394,1665.6606,705.7204,0.52335894,1664.3352,704.52856,0.4304797,1259.0271,708.59406,0.9104447,1291.8892,687.86945,0.61402494
395,1665.6606,705.6794,0.5239514,1664.3352,704.46344,0.4325355,1259.0271,708.59406,0.94834465,1291.8892,688.71454,0.61100596
396,1665.6606,705.77124,0.5226997,1664.3352,704.53986,0.43113792,1259.0271,708.7017,0.94960195,1292.0819,688.8923,0.60150814
397,1665.6116,705.77124,0.5218991,1664.2151,704.53986,0.42885077,1258.7823,708.7017,0.95737255,1292.0819,689.06506,0.60575014
398,1665.6116,705.6551,0.5237717,1664.2151,704.4953,0.43072674,1258.5673,708.78577,0.9227047,1293.6244,690.55176,0.55753523
399,1665.486,705.6551,0.5100733,1664.2151,704.4953,0.41778898,1258.5199,708.78577,0.8688696,1300.3163,691.6404,0.4031898
400,1665.486,705.77124,0.5363774,1664.2346,704.53986,0.4399819,1258.4337,708.63544,0.8842481,1300.9532,692.1469,0.33117774
401,1665.5292,705.881,0.5097343,1664.3268,704.6953,0.41900125,1258.0635,708.559,0.85914534,1300.9532,692.33514,0.33592552
402,1665.6644,705.9281,0.5191218,1664.3762,704.78864,0.42806846,1257.9739,707.6993,0.81568915,1301.3861,692.4039,0.3130631
403,1665.8445,705.9335,0.52970105,1664.552,704.7976,0.43767607,1257.9739,707.6005,0.84612226,1300.9532,692.33514,0.36356845
404,1667.0012,706.2018,0.53196716,1665.4036,704.78864,0.44285747,1257.9739,707.50165,0.8163992,1300.2438,692.33514,0.2746509
405,1667.4359,706.4298,0.5273744,1665.753,704.76495,0.44302294,1257.9446,707.24506,0.83267033,1300.0685,690.78546,0.38049036
406,1667.7637,706.4298,0.53866,1666.0934,704.76495,0.45125487,1257.1326,707.10394,0.8467316,1300.2438,689.3125,0.39952403
407,1668.2977,706.46027,0.53902775,1666.4559,704.6343,0.45078683,1257.1326,706.8935,0.8453076,1300.2438,689.14417,0.40788382
408,1668.4087,706.50446,0.5475506,1666.4559,704.60925,0.45980716,1256.7762,706.8935,0.8611716,1300.8395,689.14417,0.4014473
409,1668.2977,706.5311,0.53278863,1666.4504,704.54834,0.447751,1256.776,706.76166,0.8713869,1300.8395,689.14417,0.38269803
410,1668.445,706.5578,0.52709246,1666.4559,704.54834,0.4432374,1256.776,706.53845,0.8836086,1300.8645,689.14417,0.35377887
411,1668.445,706.6228,0.52794015,1666.4559,704.60925,0.4432499,1256.776,706.53845,0.893582,1301.1633,689.14417,0.38010728
412,1669.9476,707.92676,0.4849043,1667.2573,705.21216,0.41767317,1256.9813,706.4849,0.8992503,1300.8645,687.3904,0.434655
413,1671.1233,707.92676,0.4914221,1668.7502,705.21216,0.41837665,1257.5969,706.4642,0.91743284,1300.3904,687.0051,0.4141323
414,1741.6771,707.92676,0.38490415,1740.0022,705.21216,0.32902235,1258.4799,705.2544,0.87949896,1300.83,678.8128,0.54861367
415,1759.0859,704.3827,0.41847086,1759.497,702.31177,0.37463608,1265.9781,704.0268,0.8639907,1300.83,671.5766,0.6929907
416,1759.0859,704.3148,0.37571228,1759.497,702.2816,0.33188015,1271.1091,703.39105,0.89966446,1300.83,667.6749,0.6325467
417,1759.3779,704.0601,0.3764253,1759.9523,701.7469,0.33053488,1278.297,702.0893,0.9504049,1309.8163,667.6749,0.7106335
418,1759.3779,704.19025,0.35061553,1759.9523,701.85266,0.3099114,1286.5773,702.113,1.0,1319.5299,668.7146,0.69870913
419,1759.0859,704.19025,0.33399552,1759.8674,701.85266,0.2944397,1296.4608,702.113,0.9857734,1330.8907,668.7146,0.6597987
420,1759.3779,704.0601,0.3516132,1759.9523,701.7469,0.3176119,1302.3904,702.113,1.0,1336.723,668.7146,0.69683516
421,1759.6829,704.0601,0.2420178,1760.6527,701.7469,0.22011723,1306.7773,702.113,0.91067106,1346.4724,669.0926,0.68430364
422,1759.6829,704.01575,0.32579774,1760.6527,701.85266,0.27842718,1314.3403,702.113,0.9837804,1352.3289,669.133,0.70526
423,1758.8285,704.01575,0.3634298,1759.8674,703.1396,0.3262709,1315.5142,702.39435,1.0,1354.8838,670.47504,0.65000224
424,1752.978,704.01575,0.396622,1751.656,703.1396,0.35903466,1316.5638,701.9688,0.95294243,1361.2482,675.4551,0.61731744
425,1752.978,704.01575,0.4361311,1751.656,703.1396,0.371571,1319.3345,701.9688,0.9207093,1361.2482,676.94653,0.57111025
426,1752.978,706.0763,0.4132618,1751.656,703.7928,0.35133007,1333.6589,702.9392,1.0,1361.2482,677.2136,0.554038
427,1753.3969,706.0763,0.41214618,1751.656,703.7928,0.35873502,1339.2876,703.5136,1.0,1346.3228,703.657,0.32376468
428,1753.3969,705.00055,0.39648333,1753.7952,702.9843,0.32399166,1339.3679,703.9232,0.9876857,1346.0732,703.8229,0.29101434
429,1753.3969,705.00055,0.36567137,1753.7952,702.3113,0.3178008,1339.6212,704.1351,0.9494659,1346.0732,703.8229,0.2990611
430,1752.8104,705.14325,0.40321854,1753.7952,702.3113,0.34510145,1339.4918,704.1787,0.97880554,1346.3228,703.8229,0.299585
431,1752.8104,705.14325,0.3952622,1753.7952,702.041,0.33453852,1339.4918,704.4489,1.0,1346.3228,704.00006,0.3989425
432,1752.8104,705.1606,0.40095595,1753.9366,702.041,0.34300646,1339.4918,704.6323,0.9427891,1346.338,704.00006,0.3099349
433,1752.9615,705.19305,0.40168744,1753.9366,702.187,0.34467092,1339.4194,704.6323,0.9402815,1380.9716,680.60645,0.30230862
434,1752.9615,705.19305,0.37888303,1753.9366,702.187,0.32605958,1339.1522,704.6323,0.9481811,1376.8124,680.60645,0.33391502
435,1752.9615,705.74866,0.3816276,1752.6389,703.3191,0.32074413,1339.1522,704.6323,0.93623626,1379.8809,680.3254,0.31695697
436,1750.2975,706.3628,0.25536907,1750.9131,703.327,0.21583714,1339.4194,704.7847,0.9950315,1380.2262,677.21857,0.67170155
437,1749.5978,706.3958,0.28621554,1749.6863,704.1741,0.24241032,1339.4951,704.6511,0.97915155,1379.8809,675.6452,0.52512985
438,1749.5978,706.533,0.2712546,1749.4855,704.1741,0.22841913,1339.8223,704.6511,1.0,1379.8809,675.6452,0.5663617
439,1749.9061,706.72876,0.25841334,1749.6863,704.1741,0.21409689,1340.1852,704.6511,1.0,1380.2262,675.0811,0.6096868
440,1749.5978,706.776,0.29541475,1748.8748,704.27325,0.24929896,1340.1852,704.92456,1.0,1380.2262,674.4485,0.48269573
441,1748.6057,707.0198,0.25766417,1746.7891,704.69495,0.21875763,1340.1873,704.92456,1.0,1379.4573,674.3353,0.5444105
442,1686.3588,709.8637,0.20571783,1685.3705,707.4029,0.17289217,1340.1873,705.2987,1.0,1379.4573,674.3353,0.63764644
443,1686.3588,709.8637,0.17295322,1685.3705,707.4029,0.14346564,1340.1272,705.2987,0.9916242,1378.8882,673.2761,0.6013318
444,1686.3588,709.8637,0.17624158,1685.3705,707.4029,0.1382375,1340.1272,705.2987,1.0,1378.8882,672.2904,0.7545827
445,1855.4689,708.7556,0.20561206,1854.7953,707.1875,0.17980115,1340.1272,705.2526,1.0,1379.4573,671.39795,0.7486916
446,1856.365,708.27747,0.4223221,1855.2699,707.09,0.34372014,1340.1272,704.7849,1.0,1378.8882,668.9576,0.68207
447,1857.346,707.9734,0.368167,1855.7433,706.4008,0.3050869,1340.7405,704.1246,0.99800754,1379.7726,668.5223,0.65400916
448,1857.9355,707.9734,0.4189887,1857.0719,706.50446,0.34934622,1342.1749,703.83746,0.9948728,1380.5399,664.65936,0.5382839
449,1859.0753,708.27747,0.41661885,1857.7433,706.5291,0.3561015,1345.5985,702.8573,0.98997724,1381.1254,660.01245,0.42490482
450,1859.2556,708.27747,0.41844764,1858.3342,706.5291,0.35005325,1345.8834,701.6426,0.98779184,1382.4884,659.1763,0.46501312
451,1860.47,708.4826,0.40633196,1859.0358,706.5291,0.34795466,1350.5707,701.2454,0.9388733,1391.1387,659.1763,0.60983264
452,1860.47,708.4826,0.39994243,1859.0358,706.5291,0.34571156,1360.1692,700.71533,0.9435111,1402.7036,659.1763,0.56365585
453,1860.47,708.56885,0.39724538,1859.1266,706.5678,0.34114635,1363.0413,700.619,0.96877736,1405.0055,662.8018,0.6361205
454,1860.47,708.682,0.38131368,1859.1266,706.62213,0.32248306,1373.16,700.46985,0.8744301,1407.3177,664.91956,0.65958655
455,1860.47,708.682,0.38554445,1859.1266,706.5678,0.3246748,1388.7039,700.46985,1.0,1414.2244,666.6317,0.8608483
456,1860.7838,708.56885,0.34220433,1859.5128,706.45087,0.28846753,1393.5503,700.619,0.9464383,1417.7058,667.857,0.7288096
457,1860.7838,708.66547,0.34815624,1859.5128,706.45,0.29328844,1396.1746,701.4387,1.0,1424.3805,669.69507,0.842491
458,1860.7838,708.66547,0.37551984,1859.5128,706.44965,0.31544656,1396.8016,701.4387,1.0,1424.9025,669.7171,0.84353024
459,1860.5586,708.66547,0.3508692,1859.4617,706.44965,0.29368013,1396.9916,701.4387,1.0,1425.5336,669.7379,0.8651982
460,1859.9485,708.66547,0.34514657,1858.9728,706.44965,0.2880363,1397.1074,700.84717,1.0,1425.5336,669.7379,0.8583048
461,1859.4805,708.73883,0.32435244,1858.4313,706.59894,0.26961747,1397.1074,700.84717,1.0,1425.5336,669.7171,0.9156126
462,1859.4117,708.82623,0.34364346,1858.2533,706.8985,0.28829947,1397.4348,700.84717,1.0,1425.446,669.5745,0.8681542
463,1859.3475,708.8953,0.3384287,1858.2158,706.9707,0.28321925,1397.4348,701.06287,1.0,1425.446,669.561,0.86650634
464,1859.3475,708.9587,0.33196008,1858.2158,707.01874,0.27918607,1397.5256,701.10754,1.0,1425.446,669.561,0.84287286
465,1859.3475,708.9587,0.33532095,1858.1938,707.01874,0.28248936,1397.5256,701.10754,1.0,1426.261,669.561,0.8565005
466,1859.3475,708.96454,0.34027013,1858.1938,707.02655,0.28663406,1397.6339,701.10754,0.99870515,1426.2825,669.5502,0.8439849
467,1859.3475,708.9587,0.34211257,1858.1938,707.01874,0.28822657,1397.6754,701.06287,0.9734761,1426.2825,669.51874,0.8044822
468,1859.2817,708.886,0.34011766,1858.1897,706.93744,0.28565642,1397.6754,701.04803,1.0,1426.261,669.0031,0.83702743
469,1859.2817,708.6289,0.34874436,1858.1897,706.73175,0.29286295,1397.6577,701.04803,0.9742972,1426.261,669.0031,0.82113117
470,1859.2588,708.6289,0.3575547,1858.1897,706.73175,0.300004,1397.6577,700.75415,0.98801434,1426.3335,668.9683,0.7854175
471,1859.2817,708.6289,0.34396166,1858.1915,706.7228,0.28771693,1397.6577,700.75415,0.99377733,1426.2084,669.1267,0.7841299
472,1859.3033,708.6737,0.3389724,1858.2463,706.73175,0.28355053,1397.5596,701.1692,0.98686516,1426.2084,669.1267,0.8049697
473,1859.5278,708.7024,0.34673133,1858.408,706.73816,0.29125887,1397.1954,701.22046,1.0,1426.2084,669.219,0.7945833
474,1859.6356,708.81396,0.3491272,1858.5391,706.8351,0.29513672,1397.1765,701.2219,0.9876095,1426.2084,669.219,0.7935868
475,1859.6492,708.86584,0.346383,1858.5419,706.8691,0.29088172,1397.1765,701.2219,0.9795525,1426.2014,669.2393,0.8041389
476,1859.6492,708.86584,0.35355935,1858.5391,706.8955,0.29837984,1397.1954,701.2703,0.96609753,1426.1985,669.28516,0.78435004
477,1859.5607,708.8467,0.34669486,1858.4667,706.8691,0.29134768,1397.2073,701.2703,0.97742575,1426.1985,669.41724,0.8234884
478,1859.5607,708.8467,0.3354491,1858.4667,706.8691,0.28093714,1397.3263,701.2935,0.9963264,1426.3344,669.28516,0.80935633
479,1859.5098,708.76776,0.35602912,1858.444,706.8138,0.2991173,1397.3427,701.2935,1.0,1426.1985,669.42523,0.80792844
480,1859.5098,708.6765,0.3498967,1858.444,706.72797,0.29254007,1397.3263,701.8585,1.0,1426.3344,669.42523,0.8132945
481,1859.5607,708.6305,0.3555568,1858.4667,706.6575,0.29570132,1397.2073,702.02936,1.0,1426.3538,669.5036,0.8159623
482,1859.685,708.57404,0.3711569,1858.682,706.63855,0.31196535,1397.0828,702.1321,1.0,1426.916,669.5036,0.8292841
483,1859.685,708.541,0.36956808,1858.8096,706.634,0.3101418,1397.0828,702.1321,1.0,1426.9666,669.68567,0.82581913
484,1859.685,708.541,0.3828031,1858.8096,706.5446,0.32188973,1397.0828,702.1321,1.0,1426.9666,669.9848,0.8315333
485,1859.6573,708.541,0.36982885,1858.682,706.54,0.30876955,1397.0828,702.2084,1.0,1426.9666,670.1918,0.8179496
486,1859.6573,708.5504,0.35359618,1858.8096,706.49426,0.29480657,1397.203,702.26135,1.0,1427.0748,670.28015,0.8522509
487,1859.6573,708.5657,0.33543244,1858.8096,706.39124,0.2784537,1397.322,702.0774,1.0,1426.8765,670.49786,0.864077
488,1859.7456,708.5657,0.35343468,1858.8291,706.39124,0.29687464,1397.356,702.4186,1.0,1426.7646,670.6535,0.83708584
489,1859.7659,708.5657,0.33752835,1858.8794,706.39124,0.28001076,1397.356,702.46484,1.0,1426.7646,670.7364,0.8799914
490,1859.936,708.5657,0.3545187,1859.0967,706.39124,0.2952268,1397.356,702.46484,0.99784124,1426.2249,671.68243,0.90153646
491,1860.0568,708.5657,0.3683137,1859.0967,706.39124,0.30912623,1397.356,702.55884,1.0,1426.2075,671.68243,0.90695673
492,1860.0568,708.66724,0.36268482,1859.0967,706.5318,0.30529508,1397.356,702.55884,1.0,1426.1261,671.7607,0.93263304
493,1860.0568,708.80383,0.3618886,1859.0967,706.63574,0.30413496,1397.368,702.5225,1.0,1425.6794,671.7607,0.9055885
494,1860.1404,708.80383,0.33714432,1859.1108,706.63574,0.280119,1397.1244,702.55884,1.0,1425.413,671.7607,0.94813806
495,1859.7833,708.7623,0.32357383,1858.7999,706.452,0.26711074,1397.1244,702.55884,1.0,1425.2109,672.01624,0.95735186
496,1859.7372,708.7623,0.33630204,1858.7576,706.452,0.27904272,1397.3688,702.83435,1.0,1425.0565,672.05414,0.9391072
497,1859.7372,708.7623,0.317936,1858.7576,706.452,0.2616857,1397.1244,702.83435,1.0,1424.9474,673.09125,0.9436099
498,1859.8563,708.75433,0.31339276,1858.8188,706.452,0.25737652,1397.1244,702.89557,1.0,1424.8949,673.2054,0.93836796
499,1859.8563,708.7534,0.3520163,1858.8188,706.63715,0.29459313,1397.0791,702.89557,1.0,1424.8391,673.2054,0.96416986
500,1859.8563,708.75433,0.3477336,1858.8188,706.638,0.28870136,1397.2361,702.88617,1.0,1424.7495,673.24994,0.9699477
501,1859.9575,708.82544,0.345829,1858.9594,706.65234,0.28768668,1397.2361,702.8055,1.0,1424.7482,673.2186,0.96422493
502,1859.9202,708.86346,0.3369017,1858.8942,706.72906,0.2797641,1397.2495,702.88617,1.0,1424.7495,673.2186,0.98311013
503,1859.9575,708.86346,0.33923036,1858.9594,706.72906,0.28326514,1397.2361,702.88617,1.0,1424.7495,673.2416,0.98641336
504,1860.0104,708.86346,0.3480061,1858.9594,706.72906,0.29043254,1397.2361,702.90875,1.0,1425.5017,673.2416,0.956346
505,1860.0104,708.84125,0.3565412,1859.2397,706.6985,0.29939315,1397.0651,702.92303,1.0,1425.713,673.2416,0.95296437
506,1860.1936,708.71265,0.36966884,1859.244,706.52765,0.3116177,1397.0651,702.92303,1.0,1426.5535,673.5298,0.9072714
507,1860.2391,708.5164,0.39795482,1859.5465,706.5146,0.3340356,1397.0651,702.92303,1.0,1426.5535,675.7249,0.8221167
508,1860.6941,708.3565,0.44315702,1859.7744,706.48035,0.3763825,1397.2115,703.04706,1.0,1426.6537,677.257,0.7963931
509,1860.2537,708.0723,0.3961712,1859.5465,706.12805,0.33616552,1397.2115,703.0984,1.0,1427.0535,679.46533,0.73673046
510,1860.2998,708.024,0.41632932,1859.5465,705.99744,0.3534092,1397.2123,703.157,0.97718924,1427.0668,679.94775,0.6127382
511,1860.2998,707.96826,0.40504867,1859.3099,705.8986,0.34216967,1397.433,703.4078,1.0,1427.445,679.94775,0.59856373
512,1860.2537,708.024,0.39905483,1859.269,705.99744,0.33786792,1397.433,703.53033,1.0,1427.6477,679.94775,0.6806177
513,1860.2537,708.0723,0.40416172,1859.269,706.12805,0.34049904,1397.5759,703.78723,0.99834824,1427.675,677.92426,0.75809455
514,1860.2998,708.25244,0.37437844,1859.3099,706.2057,0.31790853,1398.1876,704.2027,0.9550077,1429.7471,677.32263,0.7223439
515,1860.6738,708.30597,0.37886795,1859.6376,706.2057,0.32276565,1398.9093,704.64777,0.9252741,1430.8036,676.89465,0.7066342
516,1860.9967,708.3729,0.3645759,1859.8561,706.2057,0.3058136,1399.331,704.929,0.95589674,1431.1621,676.88354,0.723827
517,1862.6511,708.41644,0.40565494,1860.2335,706.2057,0.3374029,1399.5345,704.929,0.95328933,1436.1523,675.5061,0.6581269
518,1862.6511,708.3729,0.40911257,1860.2335,705.65625,0.33561528,1400.2144,704.8783,0.9805266,1440.4651,675.5061,0.7501808
519,1862.6511,708.3729,0.44508705,1860.2335,705.5821,0.37275994,1405.1906,704.6702,0.9983177,1440.6118,675.5061,0.7807826
520,1829.4479,703.3428,0.3982594,1828.0502,701.2796,0.34004563,1408.2139,704.8783,0.9612741,1447.8041,680.9794,0.43875626
521,1829.4479,703.3428,0.45309138,1828.0502,701.2796,0.40436536,1411.1516,704.6702,0.96417415,1449.7197,680.9794,0.30426532
522,1829.4479,703.3428,0.45719016,1828.0502,701.2796,0.40619826,1413.8496,704.6702,0.98619914,1451.3123,681.07324,0.4229722
523,1834.2986,704.2259,0.34797132,1829.5917,701.4344,0.2937053,1426.8604,705.21967,1.0,1455.9171,681.93726,0.6437412
524,1837.153,704.5804,0.36592457,1838.4384,702.1953,0.31054607,1436.6393,705.5551,0.9188014,1460.6149,707.0676,0.35559514
525,1837.2255,704.70715,0.38836557,1838.4384,702.2039,0.33267918,1450.5557,705.5551,0.78683734,1460.737,707.0676,0.39380977
526,1837.5054,704.7693,0.36529255,1838.4384,702.32465,0.30846822,1451.0216,705.5551,0.80355257,1460.737,707.0676,0.37026164
527,1837.5054,704.7693,0.40332767,1836.5775,702.32465,0.34774712,1451.6086,705.2599,0.79665023,1460.8378,706.8269,0.38764328
528,1837.2255,704.8817,0.4281727,1836.3207,702.42426,0.36415568,1453.1859,704.6472,0.7485594,1461.2235,706.7815,0.35934156
529,1687.4406,711.15656,0.27873883,1685.3047,708.63666,0.24083166,1459.9181,704.19055,0.81156605,1465.8287,703.94135,0.17898995
530,1686.7585,711.5649,0.2626288,1685.238,709.3097,0.21408542,1462.9807,703.68823,0.9480143,1493.5717,676.6163,0.84609264
531,1686.7585,712.5621,0.17122823,1685.238,709.93115,0.13794781,1465.3497,703.217,0.9810046,1497.7924,676.6163,0.7398692
532,1686.7585,712.7549,0.2171968,1685.3047,710.4242,0.17723098,1473.7421,703.1066,0.87641644,1506.1366,676.6163,0.6810495
533,1687.4114,712.7549,0.12077546,1687.0527,710.4242,0.09358636,1476.0804,700.70593,0.8034775,1511.6964,678.6596,0.53409815
534,1688.7037,712.5621,0.1397538,1688.2017,709.93115,0.109218955,1496.4877,700.3336,0.90742856,1527.1841,678.6596,0.53195316
535,1735.4153,709.3512,0.1208749,1734.6405,706.8454,0.090817615,1507.6205,700.2197,0.974135,1536.9064,678.6596,0.81513184
536,1735.5345,709.3512,0.11067507,1734.8435,706.8454,0.082624644,1524.384,699.91595,0.9229549,1544.1844,677.2353,0.6557976
537,1736.1703,709.3512,0.1673246,1735.2826,706.8454,0.14030796,1528.2292,698.0405,0.93911546,1544.3652,677.2353,0.672958
538,1736.1703,709.38184,0.19417669,1735.2826,706.94965,0.163344,1528.2292,697.4509,0.9784614,1550.6687,677.2353,0.834042
539,1736.1703,709.38184,0.1699612,1735.2826,706.94965,0.13853376,1528.2292,697.4509,0.8951039,1553.1741,679.14197,0.70026624
540,1735.9512,709.5387,0.181361,1733.2559,706.9837,0.13135016,1527.2812,697.8683,0.83633244,1553.8444,683.01166,0.33616534
541,1734.4066,709.38184,0.14688487,1687.0002,706.94965,0.1287843,1527.2812,697.8683,0.8787243,1554.5117,683.01166,0.48468918
542,1733.5057,708.32697,0.20221846,1649.8322,705.76654,0.16398218,1527.2812,697.8683,0.9208256,1554.5781,683.01166,0.44201088
543,1733.5057,708.32697,0.10406182,1649.8322,705.76654,0.088810146,1529.6387,697.8844,0.9641628,1556.2903,681.16516,0.568824
544,1733.5057,708.51245,0.12827522,1685.8925,706.1105,0.10211919,1532.0769,697.8844,0.9529001,1556.2903,681.16516,0.41853124
545,1733.6683,708.51245,0.18217292,1685.8925,706.1105,0.13555191,1535.1743,698.3354,0.9620516,1556.9623,681.16516,0.3901525
546,1733.6683,709.1864,0.16929084,1731.3922,706.7386,0.13295776,1535.1862,698.3354,0.8790831,1556.9679,683.6948,0.21561012
547,1733.6683,709.1864,0.21076183,1731.3922,706.7386,0.1675638,1539.4222,698.4247,0.9371026,1556.7021,692.0908,0.22120692
548,1687.5863,709.1864,0.12697749,1685.8925,706.7386,0.10355127,1549.1599,699.4255,0.9438747,1558.0983,699.3543,0.3818398
549,1621.5038,696.7378,0.1711166,1620.6973,694.4367,0.13911755,1553.5367,699.4255,0.7309137,1571.4161,697.0371,0.24533413
550,1621.5038,696.7378,0.16916756,1620.6973,694.4367,0.13687615,1555.7505,696.9233,0.82455933,1586.5331,697.0371,0.2511552
551,1621.5038,696.7378,0.04768051,1620.6973,694.4367,0.039644442,1562.2916,696.68353,0.8512866,1586.5331,697.0371,0.19573133
552,1917.7065,710.7388,0.05755403,1915.9014,709.34814,0.047121126,1562.3529,696.68353,0.89756,1586.8995,695.9966,0.22244598
553,1918.058,711.5078,0.04845036,1916.3722,710.0464,0.039577175,1564.1782,696.68353,0.9210652,1596.7657,687.17487,0.39861664
554,1919.1783,711.5102,0.09233994,1917.4869,710.3306,0.07330027,1566.9763,697.20276,0.96645075,1599.7211,679.4134,0.64135706
555,1919.1783,711.81067,0.11569073,1917.4869,710.3306,0.09321567,1572.5413,697.20276,0.917637,1599.7275,676.7499,0.76727533
556,1919.1783,711.81067,0.11874573,1917.5007,710.3306,0.09541678,1577.4633,697.5055,0.75982606,1599.7275,676.56903,0.750718
557,1919.1338,711.81067,0.11937386,1917.4869,710.3306,0.096038744,1577.4633,699.45856,0.7377763,1601.4364,675.65436,0.74366194
558,1919.0371,711.81067,0.11415863,1917.4203,710.3306,0.09159072,1577.4633,699.66125,0.7581895,1601.4364,675.65436,0.7495145
559,1919.0277,709.95996,0.092210144,1917.3021,708.57117,0.0716199,1575.0609,700.56946,0.74395996,1601.4364,675.65436,0.73318815
560,1918.9698,709.87384,0.10473267,1917.2786,708.2849,0.08314033,1574.3062,702.1124,0.7600831,1601.0073,675.90875,0.6911498
561,1918.932,709.5264,0.09963824,1632.52,699.03455,0.08165163,1571.6926,705.96735,0.8285897,1600.8405,676.4153,0.6255731
562,1629.9357,699.246,0.104785696,1631.5216,697.71124,0.08863474,1571.1001,706.13306,0.87169415,1599.6892,678.3737,0.65065604
563,1627.5989,697.679,0.12272984,1628.7716,696.3645,0.10287812,1571.1001,706.4743,0.8864505,1599.3989,680.18933,0.555526
564,1627.5989,697.679,0.113651775,1628.7716,696.3645,0.09452989,1571.1001,706.50037,0.88545614,1598.9309,680.18933,0.51228553
565,1627.5989,697.679,0.09011506,1628.7716,696.3645,0.073602274,1570.9402,706.9056,0.9073645,1598.9309,680.1901,0.5206439
566,1628.7008,698.50226,0.10349895,1629.3445,696.73645,0.087472215,1571.1001,706.9056,0.98048913,1598.9309,680.2563,0.6257983
567,1629.0978,698.7142,0.09317682,1629.3501,697.12634,0.077687904,1570.9402,706.96313,1.0,1598.9309,680.1901,0.6419832
568,1630.8988,699.4678,0.08413622,1630.0874,697.21533,0.0689404,1570.9402,706.9881,0.98041046,1598.6218,679.1193,0.6625266
