scorer,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120,DLC_Resnet50_FootfallMar18shuffle1_snapshot_best-120
bodyparts,RF,RF,RF,LF,LF,LF,RH,RH,RH,LH,LH,LH
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
171,1030.8591,710.1204,0.4887434,1029.5829,708.44867,0.4412115,551.01166,710.12274,0.74992955,600.5264,679.5023,0.28933665
172,1030.8591,710.8191,0.4428969,1029.419,708.54205,0.40284303,554.13824,710.12274,0.9976425,600.5264,676.74023,0.5210468
173,1029.9672,711.22565,0.41571894,1027.9464,708.7288,0.38357428,558.989,711.7498,1.0,606.7412,675.60583,0.8336134
174,1029.9672,711.2695,0.40688628,1027.8359,708.7288,0.3746967,566.62683,713.7565,1.0,617.232,675.55994,0.7260175
175,1029.9672,711.2695,0.40675318,1027.738,708.7288,0.37190038,576.4221,713.7565,0.9742109,623.545,675.55994,0.91142
176,1030.539,711.22565,0.41430467,1027.738,708.63513,0.37478715,577.55676,713.7565,1.0,623.8013,675.60583,0.8593043
177,1030.6348,710.8034,0.4258719,1027.8359,708.5243,0.38206163,580.8715,712.8698,1.0,626.80334,675.55994,0.79718137
178,1121.015,698.9024,0.39998305,1028.5743,708.24335,0.35376465,583.8737,710.3428,0.9785962,634.2358,675.55994,0.70568234
179,1121.5096,698.6989,0.43038985,1119.5907,697.38513,0.3712528,589.65216,707.1668,1.0,637.12317,673.9461,0.8509383
180,1121.5729,698.59406,0.4288686,1119.9725,697.19714,0.37250996,592.4701,705.70294,1.0,638.6799,671.85547,0.8291003
181,1121.5729,698.59406,0.4143891,1119.9725,697.19714,0.3579649,595.2654,705.51874,1.0,638.8246,671.85547,0.8461774
182,1121.5729,698.5409,0.4184328,1119.9725,697.16327,0.3572317,595.2654,705.51874,1.0,638.8246,671.6434,0.7691881
183,1119.9832,698.5409,0.35911512,1118.4314,697.16327,0.30772182,595.2654,705.33453,1.0,639.3411,671.6434,0.80563945
184,1119.9832,698.5409,0.3936623,1118.4314,697.5,0.33353812,594.63214,705.29156,1.0,639.3411,671.9174,0.77188855
185,1119.9832,698.9739,0.43911365,1118.4314,698.10034,0.37336445,594.49146,705.33453,1.0,639.7312,672.09094,0.82593304
186,1120.3706,699.24133,0.46844888,1118.702,697.7915,0.4015812,594.4452,705.5979,1.0,639.8053,672.09094,0.81447375
187,1120.3706,699.24133,0.47080284,1118.702,697.7915,0.40345478,594.1938,705.79584,1.0,639.94,672.10614,0.8167347
188,1120.3706,699.24133,0.46236172,1118.702,697.7915,0.3960416,593.99164,705.99835,1.0,639.8053,672.22754,0.83155364
189,1119.7507,699.2107,0.42901048,1118.2559,697.74445,0.36527213,593.7676,706.56934,1.0,639.7312,672.3181,0.81228983
190,1119.6256,699.2107,0.44137707,1118.0707,697.5943,0.3756746,593.94476,706.61084,1.0,639.6529,673.3287,0.804035
191,1117.9432,699.2107,0.4145392,1115.5427,697.5943,0.3580012,593.9434,706.7771,1.0,638.90497,673.8623,0.7525178
192,1117.9183,699.48016,0.41387862,1115.4253,697.5943,0.3531393,593.7676,707.02893,1.0,638.6372,673.9832,0.77858275
193,1117.44,699.48505,0.4230252,1115.3049,697.7968,0.35496297,593.7676,708.3894,1.0,638.35956,673.9832,0.77882004
194,1117.44,699.48645,0.42248264,1115.3049,697.8259,0.3554658,593.39185,708.6555,1.0,638.3068,673.8623,0.7473777
195,1117.2644,699.62146,0.41968232,1114.9049,697.8259,0.3607642,592.8964,709.0164,1.0,638.17,673.9832,0.75581723
196,1117.2644,699.7199,0.42184728,1114.9049,697.85333,0.36333886,592.8964,709.0383,1.0,638.0599,674.0431,0.761607
197,1117.2644,699.7199,0.41629007,1114.9049,697.8726,0.35817072,592.8516,709.1653,1.0,637.9646,674.2479,0.7142778
198,1117.7549,699.66925,0.427077,1115.2565,697.91925,0.36042735,592.4934,709.32666,1.0,637.9472,674.3488,0.7213908
199,1117.765,699.6579,0.42937028,1115.2626,697.91925,0.3589301,592.00745,709.4169,1.0,637.9472,674.3488,0.7067103
200,1117.9111,699.6579,0.4236701,1115.5038,697.91925,0.35791513,592.00867,709.447,1.0,637.9472,674.3871,0.7206784
201,1117.9658,699.40704,0.42163897,1115.6503,697.77527,0.3549465,592.00867,709.5965,1.0,638.0979,674.40955,0.7307347
202,1117.9644,699.2986,0.42419443,1115.541,697.71497,0.35569513,592.0666,709.5965,1.0,638.0979,674.58203,0.7065235
203,1118.0706,699.2658,0.43048143,1115.6503,697.58545,0.36073145,592.00867,709.5965,1.0,638.0979,674.6677,0.7034009
204,1118.1643,699.06915,0.42012432,1115.8098,697.49554,0.35582283,592.00867,709.45715,1.0,637.9212,674.9934,0.6549162
205,1118.1643,698.95264,0.4265976,1115.8098,697.355,0.35694417,591.78503,709.4382,1.0,637.8237,675.01056,0.65975624
206,1118.0867,698.9313,0.4209883,1115.7201,697.31946,0.35212973,591.7504,709.4055,1.0,637.7321,675.0246,0.6564129
207,1118.1643,698.61554,0.41051847,1115.8098,696.92194,0.34719437,591.6286,709.4382,1.0,637.7321,675.1185,0.6677725
208,1118.1733,698.61554,0.409009,1115.8098,696.92194,0.3484124,591.5963,709.4055,1.0,637.7321,675.6973,0.6417214
209,1118.2073,698.61554,0.41365758,1115.8846,696.92194,0.3486216,591.5963,709.40546,1.0,637.7321,675.93634,0.64350456
210,1118.365,698.79816,0.42395258,1116.7822,697.29565,0.3554037,591.5963,709.4055,1.0,637.76587,675.93634,0.65138143
211,1118.4248,698.8299,0.42401138,1116.8389,697.3626,0.3554105,591.87866,709.40546,1.0,637.77466,675.93634,0.65681785
212,1118.5253,698.8299,0.4218392,1116.8864,697.3626,0.3529856,591.9384,709.3952,1.0,637.7823,675.90295,0.6563189
213,1118.7208,698.79816,0.42951846,1117.1145,697.35266,0.36113077,591.9384,709.39404,1.0,637.8259,675.90295,0.64714026
214,1118.7208,698.8741,0.43488887,1117.1145,697.4008,0.3671933,592.05493,709.26,1.0,637.7823,675.90295,0.6518136
215,1118.7208,698.79095,0.40994793,1117.1145,697.35266,0.34726292,592.05493,709.2413,1.0,637.77466,676.2272,0.6520805
216,1115.589,698.52783,0.33684087,1113.6263,697.1572,0.29117426,592.22437,709.2374,1.0,638.03143,676.4831,0.6461076
217,1115.589,697.6691,0.36221114,1113.6263,695.7457,0.30327472,592.22437,709.1536,1.0,638.03143,676.4831,0.6055456
218,1115.589,697.6691,0.36749464,1113.6263,695.7457,0.30510932,592.9292,708.3503,1.0,638.03143,676.4831,0.63983667
219,1117.7384,697.6691,0.3911933,1115.2817,695.7457,0.33496928,593.6429,707.5388,1.0,639.2921,674.9531,0.69711566
220,1119.4966,698.49744,0.41800806,1118.0852,697.15515,0.35521963,594.162,707.1079,1.0,640.8463,674.5283,0.72772145
221,1120.8635,698.49744,0.42601505,1119.5101,697.15515,0.36486068,596.36194,706.99554,1.0,643.21857,672.91724,0.7807673
222,1121.8381,698.60144,0.43759805,1120.2065,697.15515,0.37546128,600.769,706.9221,1.0,645.4845,672.91724,0.77910715
223,1122.8496,698.63385,0.44120562,1120.9004,697.23505,0.37721995,609.3327,706.9221,1.0,654.44086,672.91724,0.7431716
224,1124.7112,698.63385,0.49529973,1122.539,697.23505,0.42901227,617.2684,706.9221,1.0,665.4297,673.48584,0.7895123
225,1125.7542,699.957,0.52519673,1123.5706,698.1182,0.46077454,633.25397,709.15765,1.0,682.03015,677.75305,0.5690899
226,1126.2078,700.17,0.5288019,1123.8832,698.1585,0.46625265,642.509,710.935,1.0,696.04926,680.9801,0.40825632
227,1126.2078,700.2169,0.5254809,1123.8832,698.27734,0.46280387,650.3029,711.88165,1.0,700.7756,680.9801,0.42652857
228,1126.2078,700.26544,0.5317923,1123.8832,698.30865,0.46852207,655.66327,711.99286,0.96288073,706.2618,681.34814,0.48165324
229,1126.0887,700.5006,0.5289355,1123.8832,698.47644,0.4635504,665.303,711.99286,1.0,714.43994,681.34814,0.4249812
230,1126.0887,701.06445,0.50413346,1123.9095,698.99915,0.44330803,665.33374,711.99286,1.0,714.6286,684.00305,0.36902153
231,1126.0887,701.48645,0.5383162,1123.9095,699.57086,0.47729167,666.4188,712.21826,1.0,753.4424,696.80194,0.41675767
232,1126.2645,701.9922,0.55164635,1124.1353,699.9607,0.4897036,669.3838,712.21826,1.0,758.7945,699.8719,0.45563245
233,1126.8378,702.41425,0.5198454,1124.4712,700.30756,0.45172954,676.1025,712.21826,1.0,760.6473,701.65344,0.27957726
234,1127.2825,702.6897,0.52193916,1124.7941,700.4723,0.4648559,688.50635,712.3368,0.99854296,786.3351,701.76965,0.77880824
235,1128.1891,702.82074,0.5034477,1125.0372,700.48816,0.4509966,696.3643,712.38824,1.0,786.3351,702.831,0.66795886
236,1128.1891,702.82074,0.5007246,1125.7356,700.5162,0.45018914,696.41437,712.63696,1.0,789.4778,702.831,0.59247535
237,1240.2406,705.3043,0.5162544,1125.7925,700.6519,0.45491603,702.0103,712.63696,0.975414,789.7855,701.76965,0.41019514
238,1240.2711,706.2805,0.51401734,1238.589,704.5059,0.4146968,706.0187,712.63696,0.98234004,802.97845,700.8145,0.6151598
239,1240.3403,706.92065,0.49874425,1238.6636,705.7555,0.40244728,708.5081,712.0654,0.91586125,804.76276,699.624,0.6020124
240,1240.8556,707.4562,0.49819332,1239.0355,706.19855,0.40535158,731.53766,710.6117,0.95673,818.47455,699.24414,0.63135314
241,1240.9336,707.609,0.5128599,1239.0355,706.19855,0.42198122,743.02637,710.6117,0.9566952,838.80365,699.03577,0.4669942
242,1240.9336,707.6945,0.5238229,1239.0355,706.3429,0.42811614,748.0085,710.6117,1.0,838.80365,696.70184,0.50503784
243,1240.9336,707.6945,0.5504516,1239.1866,706.3429,0.4557158,753.83405,710.6117,0.9548123,838.80365,696.0912,0.4603899
244,1241.371,707.609,0.56144035,1239.3579,706.13806,0.46491167,760.3232,710.6117,1.0,811.95483,678.7997,0.44610474
245,1241.371,707.31976,0.5043479,1239.3579,704.8797,0.43412402,765.7652,707.061,1.0,811.95483,674.71124,0.64722764
246,1242.0698,707.31976,0.41802353,1239.939,704.8797,0.37181455,769.3764,707.061,1.0,811.95483,672.8601,0.59569913
247,1242.4149,707.31976,0.53113675,1240.3522,704.8797,0.45916232,777.132,705.466,1.0,819.6178,668.2299,0.6885881
248,1242.4149,708.5898,0.5583765,1240.3522,706.8308,0.46689537,777.4932,705.01886,1.0,823.14417,667.63605,0.6516523
249,1241.9832,708.8861,0.5533325,1240.2743,707.27057,0.46225855,782.2777,705.466,1.0,825.9297,663.7997,0.5629961
250,1241.9832,709.46814,0.51529956,1240.2743,707.51154,0.4373734,789.77747,707.31274,1.0,834.5417,661.1255,0.80338854
251,1241.9832,709.46814,0.49625796,1240.2743,707.51154,0.4298337,797.5003,707.3638,1.0,846.1502,661.1255,0.8002206
252,1241.9832,709.46814,0.48707858,1240.2743,707.51154,0.41611487,808.153,708.42456,1.0,855.5496,661.1255,0.63957214
253,1243.7404,706.91705,0.5525585,1330.8885,692.5643,0.48824155,816.4661,708.42456,1.0,863.0025,668.7971,0.5156489
254,1243.7404,706.91705,0.5471009,1330.8885,692.5643,0.48406392,824.4489,708.42456,1.0,865.6292,668.81696,0.7686127
255,1332.7761,694.63556,0.5579122,1333.1555,692.3081,0.48168826,827.5644,706.34686,1.0,870.40015,669.42633,0.6225273
256,1335.0062,694.63556,0.59426785,1333.1555,692.3081,0.50277,835.76263,706.01904,0.92383885,880.5007,670.6231,0.5146664
257,1335.0062,698.14355,0.5217674,1334.2855,692.5643,0.45239127,841.4055,706.01904,0.9572864,886.97955,670.7246,0.7076333
258,1336.1423,698.14355,0.55749136,1334.494,696.21515,0.48395967,848.87836,706.34686,1.0,896.5949,674.3461,0.54442734
259,1336.1423,696.73505,0.45010364,1334.494,695.222,0.40811908,853.6694,706.34686,1.0,899.6213,674.3461,0.5342869
260,1373.4896,698.14355,0.4476815,1333.4426,695.222,0.39183643,863.03754,706.01904,1.0,906.91583,674.3461,0.47266704
261,1375.7467,699.4873,0.45460185,1370.9965,696.21515,0.3958417,869.07837,705.0124,0.9979962,916.4655,671.05927,0.518781
262,1377.1626,701.0455,0.4556163,1371.879,697.08154,0.38416308,870.47205,703.89124,0.89156985,916.5088,669.4863,0.65809333
263,1377.7139,701.6505,0.470062,1375.4265,699.5911,0.40119988,880.16003,699.454,0.892851,922.19824,663.55676,0.5361646
264,1377.7139,701.6505,0.48703265,1375.4265,699.5911,0.42537153,889.13214,699.454,1.0,934.0532,656.34406,0.61674726
265,1377.7139,701.6505,0.46836796,1375.4265,699.5911,0.40811855,904.8191,699.454,1.0,946.3467,656.34406,0.7253118
266,1336.3057,697.61346,0.43643668,1333.4093,694.8658,0.40316644,915.36993,700.2509,1.0,960.7562,656.2704,0.7276893
267,1336.1276,697.61346,0.41503352,1333.4093,694.3055,0.38255408,923.0039,701.1828,0.9452042,966.7766,655.8181,0.6409564
268,1335.9935,697.61346,0.3821234,1333.345,694.3055,0.3332892,925.402,701.1828,0.9705656,971.7983,654.8305,0.59576434
269,1244.0947,709.6719,0.403635,1333.1611,694.8658,0.3447613,926.8025,701.1828,0.939729,973.4855,654.1832,0.5658346
270,1244.0947,710.86993,0.3550946,1242.4344,708.8913,0.2948853,929.1365,700.84467,0.96830416,974.9201,651.1167,0.48411188
271,1242.7665,711.07214,0.3893166,1242.1412,709.2106,0.335135,931.4852,699.80426,1.0,975.2617,651.1167,0.456139
272,1244.0947,711.07214,0.35795885,1242.1412,709.2106,0.2965095,932.8724,699.6386,1.0,976.9089,650.4571,0.49911287
273,1244.5128,711.07214,0.37619466,1242.4344,709.2106,0.3267327,936.61993,697.4832,0.9632787,979.583,651.1167,0.56190836
274,1444.6187,701.1422,0.36567125,1443.1139,698.961,0.3184,944.66095,697.4832,1.0,981.36456,652.8293,0.5035863
275,1449.5813,698.88293,0.51941067,1446.183,696.5507,0.4647161,953.42914,697.4832,1.0,992.11786,655.9978,0.8205002
276,1449.5813,698.656,0.46396866,1446.1956,696.0924,0.41941175,964.01556,697.78375,1.0,1007.89484,656.0539,0.7993441
277,1449.684,698.634,0.42818692,1446.5414,696.0924,0.39410383,974.05194,699.61035,1.0,1020.779,656.7787,0.6029851
278,1449.7505,698.656,0.39522046,1446.5414,696.1706,0.35901144,984.56976,702.4681,0.88894683,1026.9642,657.73865,0.7617485
279,1449.7505,698.656,0.38979813,1446.5845,696.1706,0.34084117,991.8871,702.7038,0.99584603,1031.3678,660.26984,0.653785
280,1449.8416,698.634,0.40872344,1448.1239,696.0924,0.36205322,994.60767,702.7038,1.0,1031.8619,669.2165,0.6599068
281,1450.1367,698.20935,0.45242748,1448.6509,695.68774,0.39983493,996.35675,702.8431,0.98664194,1031.8619,669.7349,0.7484889
282,1450.1367,697.9613,0.4354663,1448.8849,695.6609,0.38497418,997.1007,702.8431,0.9959866,1031.3678,669.9827,0.75352746
283,1450.3663,697.9613,0.44296315,1449.4996,695.6609,0.3904019,997.1172,702.80945,1.0,1031.2063,670.13916,0.8311468
284,1450.5852,697.90533,0.45177582,1449.4996,695.6345,0.39804822,997.2737,702.80945,1.0,1030.6074,670.338,0.86735725
285,1450.5852,697.90533,0.45336908,1449.4996,695.6345,0.40016323,997.2737,702.80945,1.0,1030.5374,670.40546,0.7992491
286,1450.5852,697.90533,0.49772865,1449.5216,695.6345,0.4344638,997.2737,702.10583,1.0,1030.5374,670.9428,0.85660005
287,1450.5852,697.9697,0.48405617,1449.2538,695.7105,0.4237854,997.2737,701.79675,1.0,1031.2063,671.0377,0.88007945
288,1450.7014,697.9697,0.42255133,1449.2538,695.7105,0.35936368,996.7301,701.79675,0.9775378,1032.5743,675.6286,0.60932666
289,1455.99,699.8164,0.46947238,1454.0665,697.1474,0.41589028,993.734,701.717,0.97721046,1034.524,679.04456,0.57353264
290,1506.7148,701.40497,0.48585415,1505.6144,699.2932,0.42433786,993.734,701.66925,1.0,1036.1854,679.04456,0.61043644
291,1506.7148,701.40497,0.4580014,1505.6144,699.2932,0.40221447,993.734,701.66925,0.9772357,1036.1854,679.04456,0.6552761
292,1506.7148,701.40497,0.42432594,1505.6144,699.2932,0.37110975,997.36615,701.63324,0.93890435,1036.3999,678.5321,0.59913236
293,1451.0199,700.4572,0.49125904,1448.8402,697.9506,0.43133846,1000.79474,701.63324,0.9372654,1043.8735,678.1985,0.69792354
294,1449.1139,700.4572,0.45106634,1445.7599,697.9506,0.4145271,1001.5889,701.63324,0.93024725,1044.5243,678.1985,0.65752417
295,1448.4481,700.4572,0.4627259,1445.6044,697.9506,0.40933758,1001.7245,701.63324,0.8616556,1044.9696,675.85834,0.6664019
296,1449.1139,702.01575,0.43792152,1445.6044,699.8005,0.37220007,1002.93555,701.63324,0.8701269,1051.6105,678.1985,0.43956077
297,1451.0199,702.01575,0.42969042,1448.8402,699.8005,0.36540008,1007.139,701.0378,0.8682078,1057.1013,679.6719,0.60145116
298,1569.7986,702.4167,0.42257416,1568.0197,700.4325,0.3632824,1031.273,699.4898,0.8915202,1057.1013,695.905,0.4130749
299,1571.8431,702.38525,0.5000864,1570.1991,700.3502,0.4427344,1044.5958,698.83685,0.8070371,1057.1013,697.1029,0.5051913
300,1572.6696,702.38525,0.486792,1570.7594,700.3502,0.42874807,1045.841,698.0904,0.82159376,1094.9897,697.1029,0.36274302
301,1572.6696,702.4167,0.47870016,1570.7594,700.4325,0.42509478,1048.2555,696.8518,0.8628631,1061.4009,695.905,0.27528113
302,1571.8431,702.854,0.47949475,1570.5436,700.9227,0.42907515,1052.8126,695.34357,0.8676643,1061.4009,689.28143,0.42423463
303,1570.9952,704.27924,0.43137056,1570.9805,702.3587,0.38181213,1059.1903,695.34357,0.85426366,1074.8055,688.9988,0.40627518
304,1570.768,704.56537,0.43733793,1570.9697,702.5036,0.38477954,1071.4874,695.34357,0.7372713,1094.9897,688.9988,0.35063505
305,1570.6245,705.1466,0.440929,1570.5436,702.5036,0.3757928,1089.4998,700.72705,0.8750718,1130.6252,689.28143,0.58303154
306,1570.4862,705.1634,0.44269738,1570.5436,702.5036,0.3810268,1098.5316,701.63324,0.8356103,1180.858,697.9117,0.6453225
307,1570.1825,705.16644,0.44252694,1461.9791,702.31824,0.37873253,1098.5935,701.64716,0.8495435,1181.436,698.21014,0.64329743
308,1570.1552,705.44904,0.44147676,1461.9791,702.31824,0.38521668,1098.9049,701.74963,0.7821551,1182.2751,698.35266,0.77919817
309,1569.8214,705.4528,0.4450355,1461.9791,702.31824,0.3810313,1098.9049,701.8767,0.78710777,1182.2751,698.21014,0.7031145
310,1569.546,705.47925,0.4514012,1461.9791,703.0117,0.3867607,1098.9905,701.9923,0.7940795,1182.2751,697.9117,0.5453754
311,1569.4752,705.9752,0.4331539,1461.9791,703.70593,0.35827875,1098.9905,701.8767,0.9027201,1138.8438,678.42236,0.7238884
312,1567.9166,705.9752,0.35054818,1243.9469,703.70593,0.30018467,1098.993,701.74963,0.9208046,1138.8438,677.546,0.76734406
313,1567.9166,706.37006,0.36688787,1243.9469,703.98425,0.31254762,1102.7855,701.0411,0.9281083,1138.8438,674.4813,0.80778736
314,1567.9166,706.37006,0.29627728,1243.9469,703.98425,0.24576803,1109.162,700.8604,1.0,1141.4579,673.5781,0.8409449
315,1660.5471,705.7989,0.3092797,1657.2621,703.4297,0.26788536,1114.3317,700.5556,1.0,1145.7911,670.3843,0.7443615
316,1660.5471,705.5271,0.45937428,1657.2621,703.2001,0.38833895,1119.5876,700.5556,1.0,1155.6414,667.58234,0.73696345
317,1661.4084,700.57104,0.4799081,1661.4591,698.2554,0.4089378,1130.0162,700.8604,1.0,1169.4948,667.1134,0.76741886
318,1661.4084,700.48083,0.44780815,1661.4591,698.2554,0.38024828,1141.3767,701.11615,1.0,1179.8745,667.1134,0.69878876
319,1661.4084,700.41925,0.43002582,1661.4591,698.18164,0.36548805,1146.1914,703.3871,0.9870711,1185.8726,667.1134,0.6453575
320,1663.4287,699.8227,0.44579574,1663.1237,697.8641,0.38423416,1158.7676,704.5823,1.0,1192.257,667.48895,0.599543
321,1663.7054,699.8227,0.46285194,1663.1237,698.2554,0.4003917,1169.067,704.8768,1.0,1204.1422,669.50964,0.71336424
322,1663.7054,699.26166,0.46205932,1663.1788,697.80914,0.39951792,1172.7263,705.0392,1.0,1209.6996,669.5901,0.7011129
323,1663.9764,699.26166,0.45937666,1663.3115,697.80914,0.41146404,1176.366,704.8768,0.96880704,1210.7196,669.50964,0.7262139
324,1663.9841,699.26166,0.44277635,1664.1772,699.5877,0.38100788,1176.419,704.62897,0.97834146,1212.1045,669.50964,0.63076836
325,1686.7529,707.5128,0.45058328,1684.5311,705.6956,0.37208375,1177.4468,704.77985,1.0,1219.3264,668.9153,0.72072
326,1686.7529,707.5128,0.41962945,1684.5311,705.6956,0.3599818,1182.2323,704.77985,0.9615576,1222.9227,665.2295,0.5673516
327,1686.7529,707.5128,0.4514246,1684.5311,705.6956,0.3901081,1188.9077,704.77985,0.96835303,1238.1696,665.2295,0.55764395
328,1668.0023,704.0195,0.54709953,1664.9294,701.8318,0.4810881,1208.338,704.77985,1.0,1249.7009,665.2295,0.6982356
329,1666.442,704.0195,0.58331275,1664.909,701.8318,0.51547307,1208.9039,704.77985,1.0,1251.742,668.7968,0.75874513
330,1666.3739,704.0195,0.5762961,1664.5784,701.8318,0.5063386,1213.0238,702.8937,1.0,1258.6698,671.46533,0.6717072
331,1666.3739,704.2763,0.559787,1664.4408,702.1184,0.49250868,1223.0167,699.97015,0.96853983,1262.0631,671.46533,0.74389744
332,1666.3739,704.4592,0.51096636,1664.4408,702.6253,0.42874795,1224.0833,699.7136,1.0,1265.8102,671.46533,0.77632964
333,1667.0037,705.1432,0.5055644,1664.5784,702.78186,0.41871983,1234.3601,698.9132,1.0,1275.3634,667.4306,0.5617569
334,1668.2677,705.98175,0.5154238,1666.7684,703.56757,0.43513575,1243.8329,698.9132,1.0,1282.2963,667.4306,0.6621707
335,1669.3187,706.5737,0.4702668,1667.6068,703.8419,0.40174502,1244.564,698.9132,1.0,1284.3539,667.4306,0.7220463
336,1669.3766,706.7273,0.45907483,1667.8043,704.02167,0.39089555,1249.4246,699.18365,0.9970714,1289.0085,667.9422,0.66882086
337,1669.9572,706.7512,0.47715577,1668.4369,704.0741,0.40800625,1252.4463,701.70795,0.9167818,1290.3545,669.62756,0.74096346
338,1669.9572,706.7273,0.37713948,1668.4369,704.0644,0.32929844,1257.5709,703.8385,0.8949565,1296.7483,670.37006,0.7866929
339,1670.3455,707.012,0.42044646,1668.7416,704.3011,0.36492142,1259.6255,704.07434,0.8671176,1296.8013,670.3773,0.8050057
340,1670.7607,707.65137,0.49894896,1670.163,705.457,0.42466584,1259.6255,704.5099,0.8802659,1296.8013,670.4143,0.8064532
341,1670.7607,707.65137,0.46164018,1670.163,705.457,0.39657044,1259.6255,704.5099,0.9200528,1296.7483,670.3971,0.7962716
342,1670.7607,707.65137,0.42705584,1670.163,705.4898,0.3673711,1259.3538,704.6205,0.870107,1295.4113,670.79333,0.80080706
343,1671.1353,708.11255,0.3754605,1670.163,705.4898,0.32496393,1259.1593,705.1602,0.8771925,1295.4113,671.008,0.78211886
344,1671.1353,708.11255,0.38523075,1670.163,705.4898,0.33328766,1259.0884,705.5894,0.91981834,1295.4113,671.008,0.8086165
345,1671.1353,708.11255,0.40074882,1669.0251,705.2173,0.3449483,1258.5496,706.36273,0.9437348,1295.6671,671.2291,0.81438565
346,1669.7169,707.25946,0.48187009,1667.8175,704.73553,0.40825263,1258.3998,706.48413,0.902029,1295.7451,671.4503,0.81209946
347,1669.6672,707.0689,0.46672434,1667.7799,704.5566,0.39570567,1258.2512,706.601,0.89400953,1295.7451,671.4503,0.80036217
348,1669.6672,707.0689,0.47695437,1667.7799,704.5566,0.40881076,1258.1567,706.7217,0.915218,1295.7451,671.4503,0.80367225
349,1669.7169,707.23596,0.4878006,1667.8175,704.6886,0.41727027,1258.1567,706.9043,0.9132961,1294.952,671.4503,0.7698756
350,1669.7828,707.25946,0.46104264,1667.894,704.6906,0.3937656,1257.9891,706.95087,0.89149415,1291.1696,671.33026,0.72173476
351,1669.7828,707.23596,0.45125172,1667.894,704.6906,0.38423613,1257.2236,706.97534,0.88943124,1291.1696,671.1466,0.70190024
352,1669.7828,707.23596,0.44677684,1667.894,704.82526,0.38271105,1257.0966,707.7564,0.88995826,1291.1696,671.0276,0.72634405
353,1669.4159,707.2064,0.4773785,1667.5804,704.8567,0.40653396,1256.3369,707.9439,0.89961696,1293.7489,671.0393,0.67678547
354,1669.2717,707.2064,0.47283876,1667.4067,704.8662,0.4012874,1256.8457,708.13525,0.91577053,1294.0322,671.0393,0.68050766
355,1669.2717,707.2064,0.46626854,1667.4067,704.9166,0.3978496,1256.9183,708.172,0.89488727,1294.0322,671.0393,0.6829967
356,1669.2885,707.2763,0.46990898,1667.4445,705.043,0.400726,1256.9183,708.3817,0.90832776,1294.0322,671.16705,0.71213216
357,1669.2885,707.2763,0.47012284,1667.4445,705.043,0.40431997,1256.9183,708.4283,0.90799886,1293.7737,671.275,0.68636894
358,1669.2717,707.2763,0.47083813,1667.4067,705.043,0.40208906,1257.3279,709.0099,0.9193151,1293.241,671.5911,0.6981956
359,1668.7715,706.9731,0.4749139,1666.8369,704.98126,0.40092406,1257.3279,709.11926,0.91465753,1293.241,671.5911,0.70658463
360,1668.7715,706.9603,0.4943742,1666.8369,704.9319,0.41530862,1257.3279,709.52075,0.9207259,1293.2825,671.5911,0.6885798
361,1668.7715,706.9603,0.49878305,1666.8369,704.9319,0.42205662,1257.1201,709.5384,0.91695404,1293.4015,671.5456,0.69903153
362,1668.7715,706.95374,0.5003864,1666.8369,704.9031,0.42348617,1257.0286,709.61365,0.9209783,1293.4015,671.5911,0.69694513
363,1668.7715,706.95374,0.49022698,1666.8369,704.9031,0.41697478,1257.0286,709.61365,0.94521713,1293.403,671.59534,0.69594765
364,1668.6802,706.9449,0.5095176,1666.7124,704.8853,0.43282723,1257.1201,709.61365,0.94072247,1293.655,671.7681,0.7231396
365,1667.8353,706.4068,0.52934897,1665.9895,704.64954,0.4442529,1258.4956,709.1473,0.94482136,1293.655,676.3197,0.7263771
366,1667.5701,706.2975,0.5170946,1665.7983,704.6274,0.43371463,1258.7654,709.12616,0.9485349,1293.6615,676.71594,0.73015964
367,1666.772,706.1874,0.51528865,1665.0946,704.583,0.42828304,1260.0057,708.9582,0.96417326,1294.0869,679.3701,0.6297252
368,1666.772,705.96936,0.52475876,1665.0946,704.39276,0.43284613,1260.1436,708.9582,0.9819296,1294.3252,679.3701,0.68087435
369,1666.6882,705.9299,0.5187167,1665.063,704.39276,0.42896813,1260.1436,708.9084,0.9937324,1294.0869,679.58795,0.6917439
370,1666.6171,705.9299,0.5341835,1665.0167,704.39276,0.44421414,1260.0057,708.8602,0.9954562,1294.0869,679.6623,0.71415913
371,1666.6882,705.96936,0.5406628,1665.063,704.4283,0.4486675,1260.1943,708.89746,0.9448746,1293.4706,679.6623,0.6358408
